model,resp_id,orig_idx,mean_surprisal,n_tok,gap,jsd_noctx,chunk_drops,chunk_jsds,sent_type,label,sent_text
tofueval_Qwen2.5-0.5B-Instruct,4,4,2.644881248474121,35,1.0228058099746704,0.1987239122390747,"[0.027680913183264367, 0.058343733493113954, 0.8674951572511678, -0.1489222447535472, -0.023464034859664806]","[0.009327444175242557, 0.013530317287758668, 0.17010811760982117, 0.0192103655478994, 0.01179423792761684]",none,1,"The speaker expresses concern over potential losses in fuel sales due to fluctuating prices, citing a recent strike at a local refinery and the impact of fracking on per-barrel costs."
tofueval_Qwen2.5-0.5B-Instruct,4,4,1.9364190101623535,30,0.673237681388855,0.1777670532464981,"[0.4803209891387572, 0.0178107678424567, -0.1547931690700352, 0.09112443197518587, -0.007743140410942336]","[0.07201030755823012, 0.06774555646115914, 0.05620364928715086, 0.04638606772899342, 0.005998987536126303]",none,0,"They note that while the city's current 40% sales tax collection is up from last year's 32%, there may be challenges ahead."
tofueval_Qwen2.5-0.5B-Instruct,5,5,2.0759332180023193,31,1.3880746364593506,0.19951045513153076,"[0.027094718691988682, 0.06600598895954224, 1.346116082699624, -0.23236254716879734, -0.20606126586532017]","[0.008503394141202549, 0.006856142321618292, 0.17431731976337747, 0.018024348363225376, 0.011337234631179355]",none,0,The speaker expressed concern over fuel prices and mentioned that there may be a loss in the next year due to fluctuations in the fracking industry and prices per barrel.
tofueval_Qwen2.5-0.5B-Instruct,6,6,2.9625489711761475,15,2.469953775405884,0.29721692204475403,"[0.5176168501066665, 0.040906377726544936, 1.491422360142072, 0.2667640932214757, 0.10306439558044075]","[0.05218133547168691, 0.03787986444270549, 0.24062811558445293, 0.02056050047200794, 0.009013352907883625]",none,0,"Business, industry, restaurants and consumer goods led sales tax growth this quarter."
tofueval_Qwen2.5-0.5B-Instruct,6,6,2.5123300552368164,8,-0.20975874364376068,0.14625978469848633,"[-0.0715624617296271, 0.2008001882059034, -0.018950188532471657, 0.1287411684752442, 0.11639001942239702]","[0.010018912379564426, 0.011143226831336506, 0.14368952655786416, 0.004354909190624312, 0.00415555528115874]",none,1,Fuel sales declined due to lower gas prices.
tofueval_Qwen2.5-0.5B-Instruct,6,6,2.4134624004364014,14,0.6665750741958618,0.1329910308122635,"[0.037856080303234715, -0.12384698307141662, 0.045487843453884125, 0.8562725632052336, -0.1269332038770829]","[0.03798729665244797, 0.015518059844907839, 0.05398803734819272, 0.08237526860154633, 0.010253748972900212]",none,1,The city's sales tax rate of 9% remains below nearby cities.
tofueval_Qwen2.5-0.5B-Instruct,6,6,2.823648452758789,12,0.8877544403076172,0.20034898817539215,"[-0.011432051658630371, 0.06154043351610502, 0.6548944140474001, 0.08350020150343578, 0.02058173467715581]","[0.02358028359594755, 0.00853417095883439, 0.17971155528600016, 0.00988375562398384, 0.0032226879945180067]",none,0,Online retail sales are growing quickly but accrue to the county.
tofueval_Qwen2.5-0.5B-Instruct,7,7,1.6697354316711426,34,1.068905234336853,0.1955389678478241,"[0.4229361848723356, 0.30368676058295774, -0.041408828286983085, 0.012520487982007633, -0.014031237136377432]","[0.08437665198792221, 0.06991456175461173, 0.023987542801973284, 0.006665876600831165, 0.010066020922856885]",none,0,"The speaker reports that the sales tax collections for the second quarter of 2014 were at 40%, compared to 32% the previous year."
tofueval_Qwen2.5-0.5B-Instruct,7,7,1.6023060083389282,15,1.7633990049362183,0.2861177325248718,"[-0.027893046149984002, 0.05227550221607089, 1.5730496962865195, 0.03126387080022444, 0.08358310977152238]","[0.014134429159457795, 0.05541007658042266, 0.19928969908505678, 0.0020987445604987442, 0.002122706518275663]",none,1,"The top industries performing well were business and industry, restaurants, and consumer goods."
tofueval_Qwen2.5-0.5B-Instruct,7,7,0.781376838684082,16,1.3266515731811523,0.22085848450660706,"[0.15850154149393347, 0.14346822251081903, 1.562603851158201, -0.03881197492592037, 0.03404349024367548]","[0.019657800336318587, 0.015448496461488048, 0.21232558109295496, 0.004037913349975497, 0.002394623642011595]",none,0,The speaker also mentions that online retail sales are expected to be the fastest-growing area.
tofueval_Qwen2.5-0.5B-Instruct,8,8,2.0715982913970947,31,1.6277493238449097,0.3062742352485657,"[0.43701292363543726, 0.09170254507109583, 1.0156012065558424, -0.1778675231185081, 0.1254863804112369]","[0.07840653010228585, 0.032694297137823014, 0.14417988647666438, 0.020899467410917198, 0.008311237168234056]",none,0,"The quarterly sales tax report for the City of XYZ shows strong performance across all industries, with business and industry, restaurants, and consumer goods leading the way."
tofueval_Qwen2.5-0.5B-Instruct,8,8,1.653885006904602,19,1.6645780801773071,0.2124543935060501,"[0.1562973941652576, 0.007476722023344145, 1.8456707099042098, 0.145039584404769, -0.011626316905867976]","[0.018754610725899942, 0.01281564601287013, 0.20500532893761134, 0.010880287540963332, 0.006664827024768496]",none,0,"The county pool, which includes online retail sales, is also expected to contribute significantly to future growth."
tofueval_Qwen2.5-0.5B-Instruct,9,9,2.128568649291992,21,1.2354549169540405,0.22248132526874542,"[0.24867030428694784, -0.06967911418455298, 0.10746375009156986, 0.037463661668533904, 0.012863266478580911]","[0.05175074514664586, 0.01647238456704751, 0.026764126291666235, 0.007315787625711458, 0.00960362514775798]",none,0,The document discusses the performance of various industries in terms of their contributions to the city's sales tax revenue.
tofueval_Qwen2.5-0.5B-Instruct,9,9,0.9948348999023438,19,1.9452791213989258,0.2552432119846344,"[-0.006992794395429021, 0.0383111450627391, 1.8577561652859196, 0.003034232170504861, 0.01541721165363254]","[0.011546607735681391, 0.01757370456214415, 0.2183300928208107, 0.0024352069688120537, 0.004707500217747159]",none,0,"The report shows that business and industry, restaurants, and consumer goods tend to be the strongest performers."
tofueval_Qwen2.5-0.5B-Instruct,9,9,1.4312512874603271,13,1.7301710844039917,0.192221537232399,"[0.03731956805747289, -0.1579480218486144, 2.1044684018080053, 0.11392056304388322, 0.007027477814027896]","[0.006228753166326966, 0.011096236836098027, 0.20213741837785795, 0.02611683688771266, 0.006637462440546817]",none,0,The industry that may experience a loss in the next year is fuel.
tofueval_Qwen2.5-0.5B-Instruct,9,9,0.825814962387085,22,1.6139442920684814,0.30917131900787354,"[-0.09369093283153647, -0.0538207440033809, 1.4001013292846354, 0.37151175495025446, -0.02686174688014117]","[0.008985288178502577, 0.002459636716614775, 0.26666450178758666, 0.0653664432763683, 0.002866835277473001]",none,0,"HTL, the company that handles all of the city's sales tax, suggests that this may happen as well."
tofueval_Qwen2.5-0.5B-Instruct,9,9,1.143310546875,34,1.2158209085464478,0.21248187124729156,"[-0.04067199801861802, -0.03925647425143432, 0.11331535116529695, 1.3755664184744305, -0.012520259821458775]","[0.00694050852309695, 0.005360415905723879, 0.046685758567571824, 0.22535175060243895, 0.004879341980513881]",none,0,"The report also notes that the county-wide tax rate is 9% and that San Leandro, Albany, and El Cerrito have higher tax rates than the city."
tofueval_Qwen2.5-0.5B-Instruct,9,9,1.482215166091919,10,1.5304213762283325,0.20127499103546143,"[-0.08936748206615448, -0.10815839171409607, 0.14071320593357087, 0.9705059707164765, -0.20586156845092773]","[0.014224111172370612, 0.012614341033622623, 0.01495595572050661, 0.10916581712663173, 0.04140941696241498]",none,0,There are no questions or motions raised in the discussion.
tofueval_Qwen2.5-0.5B-Instruct,10,10,1.6192013025283813,31,1.4998385906219482,0.20339927077293396,"[0.7264633046523217, 0.6605123109334419, -0.09722165194069667, 0.0523631785800981, -0.005193658488532228]","[0.08722166632933001, 0.11004450387131769, 0.018111314798444814, 0.005578572815583386, 0.008604070836583795]",none,0,The finance department reported that sales tax collections for the second quarter of the previous year were up 28% compared to the last 13 quarters.
tofueval_Qwen2.5-0.5B-Instruct,10,10,0.8722336292266846,25,2.0428786277770996,0.2880414128303528,"[0.12357447124086321, 0.15110472009982914, 1.7430553736910224, 0.024908415384124964, -0.01448341841576621]","[0.02304305972880684, 0.01983806903474033, 0.23519078101031482, 0.00497024249547394, 0.0022431922694522654]",none,0,"Business and industry, restaurants, and consumer goods were the strongest industries, with online retail sales expected to be the fastest growing area."
tofueval_Qwen2.5-0.5B-Instruct,10,10,2.3598227500915527,16,0.7990548610687256,0.17958801984786987,"[0.031383197143441066, -0.054255394440588134, 1.0526808468057425, -0.20775902167497406, -0.06283708467799443]","[0.012026771058572194, 0.006698742634114296, 0.16926877239893656, 0.016347716016809954, 0.004351700043969231]",none,0,The department noted concern about potential losses in fuel sales due to fluctuating oil prices.
tofueval_Qwen2.5-0.5B-Instruct,11,11,0.7289869785308838,52,1.5532885789871216,0.19901911914348602,"[1.0440579640217038, 0.005233790019929074, 0.022680361324931324, 0.012937795033333433, -0.002641568979391615]","[0.14404907366753258, 0.0037774984848382496, 0.006446534048286878, 0.0020975275691366316, 0.004733376021788762]",none,0,"The document covers the quarterly sales tax report for the period ending December 31st, 2014, collected during the period to July 1st, 2014 to September 30th, 2014."
tofueval_Qwen2.5-0.5B-Instruct,11,11,1.225484013557434,31,1.332377552986145,0.20171302556991577,"[0.3309382009113418, 0.03374390408768499, 0.9793620368150333, -0.02181006299384359, -0.003961222494141229]","[0.0671625726787287, 0.06967490530962184, 0.10018982015869751, 0.004775342804864082, 0.00466596400509579]",none,0,"The report shows that sales tax collections are up 40% compared to last year, with strong performances from business and industry, restaurants, and consumer goods."
tofueval_Qwen2.5-0.5B-Instruct,11,11,1.4711461067199707,27,1.3741692304611206,0.21325092017650604,"[0.06719135810406576, -0.08790844814022959, 1.5308291799781188, -0.11781086658744176, 0.004955241384407229]","[0.01144783013017803, 0.007593729572060208, 0.19489852295669993, 0.017677350321449653, 0.0049729007191840705]",none,1,"The concern is that fuel prices may decrease due to a strike at Tesoro, which could impact the industry's performance in the next year."
tofueval_Qwen2.5-0.5B-Instruct,12,12,1.8704756498336792,15,1.5937979221343994,0.25890302658081055,"[0.04178928925345341, 1.099126247006158, -0.07370496237029632, -0.027649759004513424, -0.08872469061364731]","[0.03572319532589366, 0.18940821702902516, 0.004281854922495162, 0.003191683731468705, 0.00297866807813989]",none,0,Sales tax collections are up 28% over 13 quarters.
tofueval_Qwen2.5-0.5B-Instruct,12,12,2.42954683303833,9,1.4615775346755981,0.27329257130622864,"[0.1887058168132272, -0.09968256345018744, 1.156292650434706, 0.11620336186347736, 0.07807725890436107]","[0.007152189529733732, 0.023323963318640988, 0.23457471622774997, 0.002069069327262696, 0.001558497113162755]",none,0,"Business, restaurants and consumer goods continue strong growth."
tofueval_Qwen2.5-0.5B-Instruct,12,12,2.3055734634399414,8,1.1948301792144775,0.2056978940963745,"[0.4926212579011917, -0.23489610105752945, 1.2641437351703644, 0.09142812667414546, -0.007495777681469917]","[0.012768736516591161, 0.05018403014400974, 0.18728591524995863, 0.005172417288122233, 0.0012505130871431902]",none,1,Online retail and fuel sales may slow growth.
tofueval_Qwen2.5-0.5B-Instruct,12,12,2.9538073539733887,8,0.3887123167514801,0.2360304892063141,"[-0.0389955323189497, 0.024363026954233646, -0.1677111443132162, 0.43708178400993347, -0.12043856456875801]","[0.024317671777680516, 0.014798372983932495, 0.048277171328663826, 0.11270278051961213, 0.010775226866826415]",none,0,City sales tax rate is lowest in county.
tofueval_Qwen2.5-0.5B-Instruct,13,13,1.1302963495254517,54,1.415472149848938,0.2128518968820572,"[0.4826842730965466, 0.22999522423770535, 0.6506912951752603, 0.01880484004377818, 0.026760152310619862]","[0.08258645103718562, 0.041230673973816294, 0.07140244988767003, 0.002066094855281251, 0.004262566652585065]",none,0,"The quarterly sales tax report for the period ending December 31st, 2014, shows a 40% increase in collections compared to last year, with strong sales across all industries, led by business and industry, restaurants, and consumer goods."
tofueval_Qwen2.5-0.5B-Instruct,13,13,0.9046053886413574,25,1.698166847229004,0.2810511589050293,"[1.2022980668128003, 1.7115944518422475, -0.02830758345309732, -0.029660686963470653, 0.11863331032984206]","[0.1593349880176538, 0.21341910708771367, 0.009217699375881239, 0.0053583739751911705, 0.003368911619713799]",none,0,"The report also notes a lag period of 90 days and a $313,000 one-time adjustment."
tofueval_Qwen2.5-0.5B-Instruct,13,13,2.076021432876587,20,0.2838715612888336,0.18402418494224548,"[-0.007433206477435306, -0.2347750617598649, 0.5236687560274731, 0.24324449426494538, 0.23491189403284807]","[0.030510109910392203, 0.12539993563132157, 0.10906460235710255, 0.009606309427908855, 0.0070425723106154695]",none,0,"The trend shows continued growth in sales tax collections, with online retail sales expected to contribute in the future."
tofueval_Qwen2.5-0.5B-Instruct,14,14,1.5388600826263428,28,1.0340073108673096,0.1466832458972931,"[0.5286173079662798, -0.011543093235072124, 0.0352858417065493, 0.021077694065541306, 0.0021137337463252542]","[0.06076854883693272, 0.008821443599507412, 0.0034129710623765114, 0.0020408344235402103, 0.004183178361545613]",none,0,"The document provides an update on the second quarter sales tax collections for the period ending December 31st, 2014."
tofueval_Qwen2.5-0.5B-Instruct,14,14,1.1294207572937012,28,1.6330376863479614,0.21971993148326874,"[0.7140025113975363, 0.16426837032694103, 0.7652131577529612, 0.02515724010092007, 0.02880906014304076]","[0.09407083851484847, 0.096884598768416, 0.06863599760351592, 0.0019030576405733818, 0.0027520203146390748]",none,0,"The report shows a 40% collection rate compared to 32% last year, with business and industry leading the way in growth."
tofueval_Qwen2.5-0.5B-Instruct,14,14,2.309849500656128,14,1.0294718742370605,0.17004439234733582,"[-0.0836402593558887, -0.6968059394899423, 1.5401883389817417, -0.23109112991992983, -0.09981649253833373]","[0.032460223778148896, 0.06778377864761101, 0.12018010596823712, 0.017536249285707788, 0.005753677110598281]",none,0,There is concern for a loss in fuel sales due to recent price fluctuations.
tofueval_Qwen2.5-0.5B-Instruct,14,14,1.0058085918426514,18,2.940042734146118,0.33677324652671814,"[0.5386605015179763, 0.043062741022569954, 0.037201967318348274, 0.17713838862174372, 1.2483273657190794]","[0.07348084366337086, 0.004917426435314256, 0.01467775262062787, 0.027304993200308065, 0.14363909026219013]",none,0,The council is asked to approve the staff report and recommendation to accept the quarterly sales tax report.
tofueval_Qwen2.5-0.5B-Instruct,15,15,1.8081743717193604,38,0.8807061910629272,0.16005939245224,"[0.41526937204119013, 0.32795795057379445, 0.0027056012982747666, -0.0047269845228201076, -0.008130665154711]","[0.10694110827171244, 0.05912201500737674, 0.0045113435481760845, 0.0036311867355068804, 0.004830857230373161]",none,0,"The speaker presents the quarterly sales tax report, stating that the sales tax collections for the second quarter of last year were at 40%, compared to 32% the previous year."
tofueval_Qwen2.5-0.5B-Instruct,15,15,1.3017808198928833,18,2.120835304260254,0.23467935621738434,"[0.2491144018228321, 0.3532544545370102, 1.9262807957000203, 0.09666311678948761, 0.013689574056317926]","[0.012850115844331513, 0.06320247658176312, 0.17430213837037123, 0.0025894912177793434, 0.00323448731756394]",none,0,"They note strong sales in various industries, particularly business and industry, restaurants, and consumer goods."
tofueval_Qwen2.5-0.5B-Instruct,15,15,1.745865821838379,17,0.8982088565826416,0.15376009047031403,"[-0.036375294220359886, -0.2227989674600608, 1.3733715520185583, -0.06457615756046246, 0.05418397053418791]","[0.009728615184191285, 0.018989662242615047, 0.15246661066296785, 0.005103264143305269, 0.002202637747840901]",none,0,The speaker also mentions the potential impact of online retail sales and fuel prices on future collections.
tofueval_Qwen2.5-0.5B-Instruct,16,16,1.6829904317855835,28,1.198888897895813,0.220340296626091,"[0.1828614108713477, 0.8360188762952541, 0.05094042243061787, 0.022931105623553907, 0.048410152349138764]","[0.05844921873670371, 0.14470706851573464, 0.010490388160373445, 0.0043131555678103594, 0.007812265267879022]",none,0,"The document discusses the sales tax collection trends for the city, which shows a 28% increase in the last 13 quarters."
tofueval_Qwen2.5-0.5B-Instruct,16,16,0.9940738677978516,13,1.8753418922424316,0.29275184869766235,"[-0.034408015104977846, 0.06486339021760684, 1.6717024273597276, 0.05464324956903091, -0.002939228214717542]","[0.01362938659720105, 0.02424758586074369, 0.24463995739531058, 0.004880004078726275, 0.0018005139920485537]",none,0,"Business and industry, restaurants, and consumer goods are the strongest industries."
tofueval_Qwen2.5-0.5B-Instruct,16,16,2.029426336288452,22,0.5392208099365234,0.198624387383461,"[-0.14684045436760326, -0.132335098871739, 0.8346358510779365, -0.12306169701001966, -0.15053119862436273]","[0.008078472854342843, 0.011222693301244197, 0.1845506322232392, 0.035582916402373405, 0.006923545675900558]",none,0,"However, there is a concern about potential loss due to fluctuating fuel prices and the impact on the fracking industry."
tofueval_Qwen2.5-0.5B-Instruct,16,16,0.8662461042404175,16,1.3468128442764282,0.22828301787376404,"[0.0008653836339362897, -0.06196385363728041, 0.35646297472703736, 1.807782264702837, 0.020172202683170326]","[0.008831272053384964, 0.006654800706201058, 0.07590762760628422, 0.2559076666675537, 0.006619612605476277]",none,0,The city is at the bottom of the chart for sales tax compared to other cities.
tofueval_Qwen2.5-0.5B-Instruct,17,17,1.2963004112243652,35,1.0585335493087769,0.17054904997348785,"[0.6375416261380971, 0.22776322945771557, -0.010601627649365192, -0.006849731128230425, 0.010417102334239254]","[0.09719555531945129, 0.07012785308520506, 0.004605651969408038, 0.0029780781026358585, 0.005025267579185311]",none,0,"The document discusses sales tax collection trends for the second quarter of 2014, with a 40% collection rate compared to last year's 32%."
tofueval_Qwen2.5-0.5B-Instruct,17,17,1.3097752332687378,19,1.0323660373687744,0.1884986162185669,"[1.2812068866834652, 0.26801600919435786, 0.03297357509207263, 0.19267582674820005, 0.06641479759943984]","[0.17301914018906628, 0.05545462696337504, 0.005354053602092647, 0.003806376181732898, 0.00316023445578582]",none,0,The collections were for sales tax sold and collected in the first quarter of 2014.
tofueval_Qwen2.5-0.5B-Instruct,17,17,0.9943089485168457,34,1.2794408798217773,0.2405967116355896,"[0.0934339535614366, 0.76993284423096, 0.7219155813115375, 0.04602489846429842, 0.040554318756810113]","[0.03511609583716456, 0.1520461897699159, 0.09317435240261736, 0.0022215942890130356, 0.001886153651927249]",none,0,"The report also notes a 28% increase in tax collections over the last 13 quarters, with business and industry, restaurants, and consumer goods leading the way."
tofueval_Qwen2.5-0.5B-Instruct,17,17,1.4943445920944214,25,1.4260931015014648,0.20498889684677124,"[-0.02560786590882344, -0.0887582087519695, 1.642550924469251, 0.05947802222508471, 0.06527951324911556]","[0.009585474732630246, 0.009764718906535564, 0.19663242429625824, 0.01732406555507623, 0.005504216050503601]",none,0,"The concern is that fuel prices may rise due to a strike at Tesoro, leading to a potential loss in sales tax revenue."
tofueval_Qwen2.5-0.5B-Instruct,18,18,3.1912546157836914,23,1.6326411962509155,0.3408682644367218,"[0.17566383431894, -0.08905589768919922, -0.03331235449940837, 0.033706170166070755, 1.1430513164377771]","[0.009998196936106504, 0.0035842528153431845, 0.0012792860509010927, 0.0009558765538476227, 0.31561165013472026]",none,0,The city recommends approving an agreement with Collaborative Building Futures to relocate and build new supportive housing at Alameda Point.
tofueval_Qwen2.5-0.5B-Instruct,19,19,1.1900137662887573,63,2.3869922161102295,0.30342280864715576,"[0.0036771612951616546, -0.028643853222749587, -0.013020067528010432, 0.0018201057741573585, 2.1886293949367155]","[0.001723662385385314, 0.0011989771361179068, 0.0005101778301109118, 0.0005408987418234805, 0.2676050844934902]",none,1,"Collaborative Building Futures (CBF) will develop and operate supportive housing facilities for women and children on a 10.4 acre parcel in the Main Street neighborhood of Alameda Point, with Mid-Penn Housing LME 2.0 as the lead developer and Operation Dignity as a partner."
tofueval_Qwen2.5-0.5B-Instruct,19,19,1.5480754375457764,28,1.2430531978607178,0.10494780540466309,"[-0.0049420923460274935, -0.0335071602437113, -0.009715818201324769, -0.025545799439506873, 1.1841125719781433]","[0.001567318226599517, 0.000735429519409081, 0.0003376753967521446, 0.0005394173487210148, 0.11126475317204106]",none,1,"The implementation term sheet outlines the terms and conditions for the development and construction of the facilities, including affordability requirements, community benefits, and funding sources."
tofueval_Qwen2.5-0.5B-Instruct,20,20,0.7831175923347473,57,2.994450092315674,0.3796030580997467,"[-0.013128866731664713, 3.581361487417062e-05, -0.0033309823153869823, -0.01732126315319523, 2.8511050123508954]","[0.0017686678069538718, 0.0018778620813487865, 0.001112807145059298, 0.0005218246328236649, 0.3601782717323339]",none,1,"Collaborative Building Futures is a partnership between Mid-Penn Housing, LME 2.0, Operation Dignity, and Women and Children to relocate and construct new supportive housing facilities on a 10.4-acre parcel in the Main Street neighborhood of Alameda Point."
tofueval_Qwen2.5-0.5B-Instruct,20,20,0.8290817737579346,19,0.16941151022911072,0.040648724883794785,"[-0.009910095679132562, 0.0025791991502046585, 0.013349850931646009, 0.018300258848620087, 0.25969362621636766]","[0.0005368151767853353, 0.002165644717933901, 0.0007764112326281305, 0.0003780331518148734, 0.04188834196324215]",none,1,The goal of this partnership is to provide affordable housing and support services to low-income individuals and families.
tofueval_Qwen2.5-0.5B-Instruct,21,21,0.7299056053161621,63,3.6482737064361572,0.4159580171108246,"[-0.0035139591221643117, -0.004219225321769103, -0.0049807669269977765, -0.0024348516437587226, 3.1834750453098897]","[0.0033781883331170004, 0.002821883524456141, 0.0005951379775043037, 0.0006181742410894407, 0.39574384681939606]",none,0,"The document provides a recommendation to approve a term sheet with Mid-Penn Housing LME 2.0, Collaborative Building Futures with Women and Children, and Operation Dignity for the construction of new supportive housing facilities on a 10.4-acre parcel in the Main Street neighborhood of Alameda Point."
tofueval_Qwen2.5-0.5B-Instruct,21,21,1.9196001291275024,18,-0.23665033280849457,0.1239883080124855,"[-0.19746451928383774, -0.1691959366823236, 0.07408610094959538, -0.10232540370068616, 0.009556466920508279]","[0.02723537689760431, 0.041285943872935604, 0.004678492645426659, 0.004805680851657396, 0.07054528149051799]",none,1,"The term sheet outlines the agreement between the parties, including the funding and timeline for the project."
tofueval_Qwen2.5-0.5B-Instruct,21,21,2.64853572845459,18,-0.03991662710905075,0.029907729476690292,"[-0.0617587796845732, -0.14006083759159083, 0.003956869440217916, -0.055435240713349127, 0.07481391244800761]","[0.002066010368581475, 0.003333024475725526, 0.00075453343089925, 0.0008592307997616899, 0.03620100720500988]",none,1,"The Collaborative Building Futures group will provide supportive services for residents, focusing on women and children."
tofueval_Qwen2.5-0.5B-Instruct,22,22,0.9093730449676514,57,3.65140438079834,0.4118930697441101,"[0.007600249822069982, 0.0160114753146748, -0.0030207339339683946, 0.006464149647654905, 3.3193006148692548]","[0.0015479175143163478, 0.0022808001801957033, 0.0006522934008899028, 0.0006163429733884154, 0.39462750453273193]",none,0,"The document discusses the approval of an implementation term sheet with Mid-Penn Housing, LME 2.0, Collaborative Building Futures, Women and Children, and Operation Dignity for the relocation and construction of new supportive housing facilities in the Main Street neighborhood of Alameda Point."
tofueval_Qwen2.5-0.5B-Instruct,23,23,1.1165863275527954,43,2.6708316802978516,0.35454344749450684,"[-0.016404260365032865, 0.011878731529746844, 0.01243721957552077, -0.015398542211568023, 2.2026421669193783]","[0.003289218428225465, 0.0014153769811285368, 0.0005235408031957599, 0.0006717833962449445, 0.31275278585624533]",none,1,"The recommendation is to approve an implementation term sheet for the Collaborative Building Futures project, which aims to construct new supportive housing facilities for women and children on a 10.4 acre parcel in Alameda Point."
tofueval_Qwen2.5-0.5B-Instruct,24,24,2.318657159805298,23,1.6386291980743408,0.30090978741645813,"[-0.03913704290133192, 0.04533720057784392, 0.03565546556942338, 0.015670423284834967, 1.1060094065384043]","[0.020008340183346223, 0.0031495583286374786, 0.0005780567961585842, 0.0013808347290923057, 0.2312056932891526]",none,0,The City of Alameda will provide a 10.4 acre parcel at Alameda Point for supportive housing.
tofueval_Qwen2.5-0.5B-Instruct,24,24,2.6924455165863037,27,0.268678218126297,0.07665298879146576,"[-0.008931359621109787, -0.03342325626700013, 0.01533939765283355, -0.0055850594201021725, 0.275373554236635]","[0.0018136614068040486, 0.0020077341858403225, 0.0001962466172968831, 0.0011788607258090957, 0.06651828121566386]",none,1,"Three nonprofits will relocate and build new facilities with 75-100 units for homeless/at-risk women, children, and veterans."
