model,resp_id,orig_idx,mean_surprisal,n_ans,gap,jsd_noctx,chunk_drops,chunk_jsds,label,doc_id,summ_model
tofueval_SmolLM2-1.7B-Instruct,33,33,1.4476979970932007,80,0.8836297988891602,0.1566852629184723,"[0.02010274236999976, 0.03485189914808871, 0.012611011629269342, 0.0056842273839720295, 0.8212274888435787]","[0.002276800807987911, 0.0016808325034901373, 0.0008113254702493578, 0.0007458984388676981, 0.12942893826107138]",1,AlamedaCC_04042017_2017-4092,model_C
tofueval_SmolLM2-1.7B-Instruct,34,34,0.6380959749221802,79,3.052739143371582,0.3777009844779968,"[0.0010782999647917563, 0.017088192739248383, 0.009316910434767746, -0.013713310138663922, 2.8212097318035467]","[0.004760353388015758, 0.0014926472938196652, 0.0011434419717272848, 0.0009026785553516352, 0.3358420142261982]",1,AlamedaCC_04042017_2017-4092,model_D
tofueval_SmolLM2-1.7B-Instruct,35,35,1.3773773908615112,41,2.4127397537231445,0.3126228451728821,"[0.024141272180713713, 0.016761572419654397, 0.029828956184579376, -0.01720824220115546, 1.9579576959992508]","[0.004223359900806383, 0.0022069508437508796, 0.0016611977173120178, 0.0014920543941204924, 0.26535581240431183]",1,AlamedaCC_04042017_2017-4092,model_E
tofueval_SmolLM2-1.7B-Instruct,36,36,2.2332723140716553,55,0.7479812502861023,0.1211235374212265,"[0.099204503452744, 0.05291878710162233, 0.037845850695157425, 0.06180600374725393, 0.8228154727644076]","[0.006826860195856584, 0.0038653159289341685, 0.0032640894827553977, 0.011308461464035314, 0.11729439382058693]",1,AlamedaCC_07162019_2019-6992,Model-Extra
tofueval_SmolLM2-1.7B-Instruct,37,37,1.915215253829956,46,0.1021467074751854,0.05683034285902977,"[0.00662261268482088, 0.0003032029860111399, -0.030906816416814843, -0.05233136327202057, 0.16353368925157827]","[0.0023675695686150625, 0.0017805915660435699, 0.0022437153079309887, 0.007393662097056024, 0.05582770543200557]",1,AlamedaCC_07162019_2019-6992,model_A
tofueval_SmolLM2-1.7B-Instruct,38,38,1.6942745447158813,39,0.10937507450580597,0.05076654627919197,"[0.011871778867013441, 0.005906584826730885, -0.009564044955485046, -0.06596050666494427, 0.05548399954251437]","[0.0035655693407021225, 0.0025804473967139365, 0.004085568389025586, 0.009005225741411311, 0.05069371639353612]",1,AlamedaCC_07162019_2019-6992,model_B
tofueval_SmolLM2-1.7B-Instruct,39,39,1.563482642173767,85,-0.15678149461746216,0.051938652992248535,"[0.001615942520027816, 0.00810945914409411, -0.0038870855213163475, -0.03346971169316128, -0.08330610017095323]","[0.0027585703643901926, 0.0011286532698811832, 0.0010780824335677821, 0.002796664984030298, 0.013436377472687448]",1,AlamedaCC_07162019_2019-6992,model_C
tofueval_SmolLM2-1.7B-Instruct,40,40,1.9339417219161987,18,0.17813999950885773,0.06395304203033447,"[0.007098883886808633, 0.01932950792575462, -0.023186250182334334, -0.06115010237408569, 0.04327384248487457]","[0.0015306073319910258, 0.002228757624316636, 0.00210075104425616, 0.00552475124524992, 0.026298150087869645]",0,AlamedaCC_07162019_2019-6992,model_D
tofueval_SmolLM2-1.7B-Instruct,41,41,0.5868313908576965,134,2.2460837364196777,0.32003164291381836,"[0.10673249156725569, 1.8844715092573503, -0.0140950017159629, -0.008147528058190747, 0.0035917701174076316]","[0.03258471616308824, 0.23724559903648731, 0.002625556682277184, 0.00285623546473664, 0.0058897725090023825]",0,AlamedaCC_07162019_2019-6992,model_E
tofueval_SmolLM2-1.7B-Instruct,42,42,2.501474380493164,55,0.8184208273887634,0.12727519869804382,"[0.014850882703269069, 0.07278219701044938, 0.07822118819775907, 0.15839103092016144, 0.8139979302883148]","[0.0034042996090482285, 0.002715149485646345, 0.0042119287885064045, 0.01536853149102006, 0.12013585632666945]",1,AlamedaCC_07162019_2019-6992,Model-Extra
tofueval_SmolLM2-1.7B-Instruct,43,43,1.1338123083114624,137,1.9565516710281372,0.2671806216239929,"[0.0377197699374309, 1.147924822054515, 0.015481662583020594, 0.1489433989629345, 0.1195719183606675]","[0.026778381482208166, 0.14360433954751348, 0.008556008852158532, 0.028854568696232263, 0.032964696263765754]",1,AlamedaCC_07162019_2019-6992,model_A
tofueval_SmolLM2-1.7B-Instruct,44,44,1.257126808166504,64,0.14969328045845032,0.037589624524116516,"[0.000619974423898384, -0.004922499269014224, 0.004467081977054477, -0.04040858612279408, 0.09453158738324419]","[0.001511825747400053, 0.0008135758573644125, 0.000858928104946699, 0.002434201859671248, 0.027217044039389293]",1,AlamedaCC_07162019_2019-6992,model_B
tofueval_SmolLM2-1.7B-Instruct,45,45,1.3331141471862793,32,2.001796007156372,0.20292307436466217,"[0.18646023196197348, 0.10341022625289042, 0.043735316965467064, -0.013756097032455727, 0.33908254382549785]","[0.01371333629469973, 0.007507026463528632, 0.0045614483719731425, 0.004398396742189448, 0.04386061775247185]",1,AlamedaCC_07162019_2019-6992,model_C
tofueval_SmolLM2-1.7B-Instruct,46,46,1.666141152381897,46,0.4355733394622803,0.04562995210289955,"[0.030165279284119606, 0.0016110246677113616, 0.024897733581778797, -0.0001967948173051295, 0.18773726171449476]","[0.0020111618999615766, 0.0010468761525455352, 0.0013014180293912827, 0.0025966623609786875, 0.03109358467855086]",1,AlamedaCC_07162019_2019-6992,model_D
tofueval_SmolLM2-1.7B-Instruct,47,47,1.7479995489120483,53,-0.027166178449988365,0.03885234519839287,"[-0.03357560308935683, 0.002280662915853889, 0.00914189823406731, -0.030209090916510178, -0.0399850454710793]","[0.0016597884393531614, 0.0006292549497578326, 0.0006262810160101168, 0.001665834017347941, 0.013975758875811255]",1,AlamedaCC_07162019_2019-6992,model_E
tofueval_SmolLM2-1.7B-Instruct,48,48,2.661212682723999,50,0.804992139339447,0.14311783015727997,"[0.054644590457901356, 0.013502064915373922, -0.012501719277352094, -0.014697867278009653, 0.7056999099999666]","[0.004638366632825637, 0.0014863479619089048, 0.0030199716546121637, 0.00867613918177085, 0.12868661700747908]",1,AlamedaCC_07162019_2019-6992,Model-Extra
tofueval_SmolLM2-1.7B-Instruct,49,49,1.861209511756897,44,0.01734650321304798,0.03680679574608803,"[0.037816374393349346, -0.008135675537315283, 0.002590283751487732, 0.00502605600790544, 0.16926819801499898]","[0.0020713347211395476, 0.0026137468099808425, 0.0014533621254238162, 0.00189724928730522, 0.014954849298440175]",1,AlamedaCC_07162019_2019-6992,model_A
tofueval_SmolLM2-1.7B-Instruct,50,50,1.578202247619629,48,2.3052451610565186,0.23243790864944458,"[0.015005552132303515, 0.0218989944163089, 0.011853055446408689, -0.0015665693596626322, 2.0521261212415993]","[0.002442052975614691, 0.0021872281258765724, 0.0018452278833744156, 0.007084085413983606, 0.23071200883714482]",1,AlamedaCC_07162019_2019-6992,model_B
tofueval_SmolLM2-1.7B-Instruct,51,51,1.8256309032440186,64,0.053880803287029266,0.02890157327055931,"[-0.002701375080505386, 0.005893409950658679, -0.007876237068558112, -0.04301226287498139, -0.013305798114743084]","[0.0011361887801513149, 0.0007544536852037709, 0.0005317142754961424, 0.0020235955889802426, 0.022218820928173955]",1,AlamedaCC_07162019_2019-6992,model_C
tofueval_SmolLM2-1.7B-Instruct,52,52,1.7666420936584473,70,1.4636727571487427,0.22768710553646088,"[-0.03997293702455603, 0.13837462555779245, -0.008488087031998605, 0.0016852451517479494, 0.5056990934708405]","[0.018042425693784024, 0.05170236373614736, 0.007963171534405384, 0.005631014536441268, 0.07979334965689953]",0,AlamedaCC_07162019_2019-6992,model_D
tofueval_SmolLM2-1.7B-Instruct,53,53,1.993571162223816,58,0.16836006939411163,0.05026110261678696,"[0.006698987777906887, 0.006349355554416904, 0.002041301481297304, -0.050128604507210246, -0.013393172824650938]","[0.0013858816005424537, 0.0009737498723301668, 0.00062204350875806, 0.0023782392389217295, 0.013628916149204527]",1,AlamedaCC_07162019_2019-6992,model_E
tofueval_SmolLM2-1.7B-Instruct,54,54,2.5636770725250244,55,1.524484634399414,0.2665185034275055,"[-0.07092878959837517, -0.16083774533541476, 0.1914855420506104, 0.2305274362194971, 0.4679291785732361]","[0.024462996066464692, 0.011799990167247126, 0.05224689143645636, 0.03843363098328816, 0.07297177727605024]",1,AlamedaCC_07202021_2021-1128,Model-Extra
tofueval_SmolLM2-1.7B-Instruct,55,55,1.1225887537002563,95,2.3508987426757812,0.32696884870529175,"[0.02277454379406998, 0.014885780992182462, 0.42192426734524674, 0.8691688147926471, 1.2122520143835573]","[0.013565228983535642, 0.016696579630372285, 0.06729194512165577, 0.11483306744354961, 0.1382369429698632]",1,AlamedaCC_07202021_2021-1128,model_A
tofueval_SmolLM2-1.7B-Instruct,56,56,1.6209886074066162,37,1.644455909729004,0.2455790936946869,"[0.39327641743914904, 0.2907136804613008, 0.05955599468497157, -0.020977477947363276, -0.017711926695286623]","[0.052750671070817906, 0.0704308714948884, 0.02564791388082282, 0.0067534069258309085, 0.011272148835605794]",0,AlamedaCC_07202021_2021-1128,model_B
tofueval_SmolLM2-1.7B-Instruct,57,57,1.219452142715454,110,2.32454514503479,0.2644418478012085,"[0.3209899166184517, 0.12927551046628982, 0.18482337578154165, 0.6413727700982814, 0.5602800948098692]","[0.04169698119659105, 0.016751089023350377, 0.02959342167821407, 0.05975600107453415, 0.08238451205555748]",1,AlamedaCC_07202021_2021-1128,model_C
tofueval_SmolLM2-1.7B-Instruct,58,58,1.445228934288025,51,2.747363328933716,0.2677299976348877,"[0.7606342079014069, 0.10652829122240041, -0.011312442783349195, 0.710602084553958, 0.00980692244070715]","[0.06201744543461567, 0.03280642120792015, 0.023470430994558568, 0.04599760060277642, 0.011768879429192058]",1,AlamedaCC_07202021_2021-1128,model_D
tofueval_SmolLM2-1.7B-Instruct,59,59,1.1942144632339478,87,2.284167766571045,0.31372058391571045,"[0.11607177489098956, 1.7340595405749317, 0.1754409206897989, -0.014421429443977648, 0.0056416900912446945]","[0.024568556728488067, 0.2196990233644451, 0.03490272056108123, 0.0039114305701941935, 0.00447002243125238]",1,AlamedaCC_07202021_2021-1128,Model-Extra
tofueval_SmolLM2-1.7B-Instruct,60,60,1.1451945304870605,36,2.6504476070404053,0.3106856644153595,"[0.061294029895280905, 1.3393563690608263, 0.5264329714668242, -0.01858677831316729, -0.05626913984209144]","[0.032779972710285515, 0.15221246649000225, 0.09310137441136451, 0.002696254120943801, 0.0036067552401719796]",1,AlamedaCC_07202021_2021-1128,model_A
tofueval_SmolLM2-1.7B-Instruct,61,61,0.9519317150115967,144,1.9882501363754272,0.2762605845928192,"[0.0524051319564857, 0.13201878435381786, 0.2671372178645015, 0.6425770423604464, 0.8347907545950761]","[0.013100531403681812, 0.03411930300991569, 0.03032856269534376, 0.08345818364747022, 0.11543885242736548]",1,AlamedaCC_07202021_2021-1128,model_B
tofueval_SmolLM2-1.7B-Instruct,62,62,1.208250641822815,107,1.676562786102295,0.2710004150867462,"[0.30546476170574327, 0.4742976700751493, 0.6165646746111778, 0.1417344510643667, -0.03847462439913114]","[0.04969480465127876, 0.06605600221868474, 0.08746716970672083, 0.04123368729706675, 0.0066974780483620615]",1,AlamedaCC_07202021_2021-1128,model_C
tofueval_SmolLM2-1.7B-Instruct,63,63,1.378907561302185,53,1.6446549892425537,0.26150742173194885,"[0.2961207361241697, -0.02613681009509337, 0.8377269722767314, 0.011183309944276259, 0.022005447798259206]","[0.041030582221314685, 0.04459981483796368, 0.14351360349548553, 0.0031181059326146803, 0.005475986573328383]",0,AlamedaCC_07202021_2021-1128,model_D
tofueval_SmolLM2-1.7B-Instruct,64,64,1.3296496868133545,64,2.3023009300231934,0.23491498827934265,"[0.4688413198463195, 0.21544710266806533, 0.0031354868922903734, 0.5089126333934928, 0.045924546758215]","[0.06078742521517455, 0.049780151676425355, 0.022106414845582734, 0.039979087311841965, 0.011075855531823109]",1,AlamedaCC_07202021_2021-1128,model_E
tofueval_SmolLM2-1.7B-Instruct,65,65,1.9982861280441284,61,0.49665650725364685,0.16655266284942627,"[-0.027203787842478556, 0.009595361661311353, -0.02558821977639455, 0.3178563718223232, 0.07302804328171943]","[0.0025114831819824167, 0.0038560581650543446, 0.015613397562419572, 0.1316194905007521, 0.014848345444187293]",1,AlamedaCC_07202021_2021-1128,Model-Extra
tofueval_SmolLM2-1.7B-Instruct,66,66,0.988515317440033,105,2.145185708999634,0.2592335641384125,"[0.006945567200600202, 0.008608505321604926, 0.00021257256931632928, 0.9461236943032353, 1.0273692354156354]","[0.0013879250151035195, 0.0015485601562560413, 0.008444569062318746, 0.12143878061369968, 0.1350396081417499]",0,AlamedaCC_07202021_2021-1128,model_A
tofueval_SmolLM2-1.7B-Instruct,67,67,0.964508056640625,54,1.1284390687942505,0.1551591008901596,"[-0.010828896939192081, 0.0073666680222299035, 0.05367562719453013, 0.9660263045506562, 0.021208624597336353]","[0.0020132853097457565, 0.003372477605165824, 0.015212800277491882, 0.14145278122839922, 0.0215355158536665]",0,AlamedaCC_07202021_2021-1128,model_B
tofueval_SmolLM2-1.7B-Instruct,68,68,0.9635524153709412,53,1.215657353401184,0.18359701335430145,"[-0.032389733988960834, -0.012812113629753992, 0.40883798451016806, 0.9833320666814029, 0.07628235272403679]","[0.000954976430300962, 0.0017538465894453333, 0.059748250748639896, 0.1439327590722417, 0.011452246795241355]",1,AlamedaCC_07202021_2021-1128,model_C
tofueval_SmolLM2-1.7B-Instruct,69,69,0.8729046583175659,95,2.3763983249664307,0.353188157081604,"[-0.008683874555650187, 0.012451916310309523, 0.02192564299605477, 1.5856105305044415, 0.6688754823098574]","[0.0013708994140128388, 0.001029042531506787, 0.006428262484031603, 0.24749819244657614, 0.10037374293475687]",0,AlamedaCC_07202021_2021-1128,model_D
tofueval_SmolLM2-1.7B-Instruct,70,70,1.2095108032226562,51,0.8576945066452026,0.1584099978208542,"[-0.03532473120152395, 0.014649518732374989, 0.01339105894680424, 0.812454529818136, 0.10179509932921814]","[0.0020067465964002935, 0.002021674975355502, 0.00865810007380804, 0.11445856906566984, 0.02357427632714952]",0,AlamedaCC_07202021_2021-1128,model_E
tofueval_SmolLM2-1.7B-Instruct,71,71,2.994325876235962,61,0.975594699382782,0.1665920913219452,"[0.1526036623972239, 0.411332331964227, 0.03936346397414559, -0.0929101319891996, 0.12029415663698169]","[0.015432559500293822, 0.05818439805753754, 0.019523754735958198, 0.01616616594628049, 0.034509775310623096]",1,AlamedaCC_09012015_2015-1940,Model-Extra
tofueval_SmolLM2-1.7B-Instruct,72,72,1.1028822660446167,47,1.4909350872039795,0.1770588457584381,"[-3.140717927500249e-05, 0.022039430598329576, -0.0034887933511623835, -0.002067072582499253, 1.3998281062194244]","[0.0021695948001135856, 0.0037303516611787695, 0.000739645868997228, 0.0024302775975152046, 0.17010825870935112]",0,AlamedaCC_09012015_2015-1940,model_A
tofueval_SmolLM2-1.7B-Instruct,73,73,1.3801383972167969,112,0.41477537155151367,0.09131027013063431,"[0.0015896414414393284, -0.022081333001389276, 0.018288149849240654, -0.016670877576578796, 0.5068452138974473]","[0.0017968287799326227, 0.0027241555082113678, 0.0006535258888565717, 0.0013415760448854794, 0.08090833262148019]",1,AlamedaCC_09012015_2015-1940,model_B
tofueval_SmolLM2-1.7B-Instruct,74,74,1.5644330978393555,79,0.5617562532424927,0.11781363934278488,"[0.037162843973166236, -0.019583680246865652, 0.007838555611186489, -0.025530638812539756, 0.6389072279786968]","[0.0027703659679037293, 0.003923990875927002, 0.0008643106222081447, 0.0014565951908428396, 0.10071202670399003]",1,AlamedaCC_09012015_2015-1940,model_C
