model,resp_id,orig_idx,mean_surprisal,n_tok,gap,jsd_noctx,chunk_drops,chunk_jsds,sent_type,label,sent_text
tofueval_SmolLM2-1.7B-Instruct,4,4,2.1853253841400146,35,0.9677504301071167,0.20277506113052368,"[0.09041555143329398, 0.030443023587577046, 0.7087300456744353, 0.02976104720873991, 0.05762786769347648]","[0.00856791156626124, 0.004096180435453789, 0.15746291432962087, 0.021851036079858333, 0.009196431013373285]",none,1,"The speaker expresses concern over potential losses in fuel sales due to fluctuating prices, citing a recent strike at a local refinery and the impact of fracking on per-barrel costs."
tofueval_SmolLM2-1.7B-Instruct,4,4,1.674020767211914,30,0.8035456538200378,0.15990720689296722,"[0.5393922570161521, 0.2838812111566464, 0.05465590480404595, -0.0457037975701193, -0.04803598372576137]","[0.04464686062225762, 0.09447330655918146, 0.07169667936783905, 0.04703103443607688, 0.006748151848751149]",none,0,"They note that while the city's current 40% sales tax collection is up from last year's 32%, there may be challenges ahead."
tofueval_SmolLM2-1.7B-Instruct,5,5,1.5895049571990967,31,1.6388413906097412,0.20126548409461975,"[0.039390348160879746, -0.019185674271636432, 1.46516296871367, -0.005711161058336016, -0.03174032149235568]","[0.007681050518811155, 0.0029063717938697664, 0.16604973721663438, 0.012392830924000009, 0.010070971466238036]",none,0,The speaker expressed concern over fuel prices and mentioned that there may be a loss in the next year due to fluctuations in the fracking industry and prices per barrel.
tofueval_SmolLM2-1.7B-Instruct,6,6,2.662750720977783,15,2.5888254642486572,0.28417208790779114,"[-0.07134022700289885, 0.0401439000852406, 1.6066425323486329, 0.14243772965855897, 0.013952028378844262]","[0.01023368776513962, 0.05206692994979676, 0.23699767024566729, 0.01221626385813579, 0.004350092195818433]",none,0,"Business, industry, restaurants and consumer goods led sales tax growth this quarter."
tofueval_SmolLM2-1.7B-Instruct,6,6,2.080193042755127,8,-0.09340311586856842,0.16987824440002441,"[0.12729343149112538, 0.05643643788062036, -0.07697479613125324, -0.061404383508488536, -0.026939518516883254]","[0.006660235744675447, 0.0031131985174397414, 0.14552244503283873, 0.010183876920564217, 0.006167484676097956]",none,1,Fuel sales declined due to lower gas prices.
tofueval_SmolLM2-1.7B-Instruct,6,6,2.06589937210083,14,0.7796204686164856,0.09320438653230667,"[0.10437408009810108, 0.15417496620544366, 0.2882595200623785, 0.5646167912387422, -0.02023603274886097]","[0.016467065525440767, 0.01477738117059094, 0.0379079351301438, 0.04730774841404387, 0.00920313322110035]",none,1,The city's sales tax rate of 9% remains below nearby cities.
tofueval_SmolLM2-1.7B-Instruct,6,6,2.4519994258880615,12,0.9739610552787781,0.17224396765232086,"[0.08175821602344513, -0.02147304204603036, 0.921558807293574, 0.03062403512497743, 0.1304753472407659]","[0.015322346880566329, 0.0029237445269245654, 0.17004053543011347, 0.00859486604652678, 0.004354655461308236]",none,0,Online retail sales are growing quickly but accrue to the county.
tofueval_SmolLM2-1.7B-Instruct,7,7,1.5119917392730713,34,1.032973289489746,0.19732531905174255,"[0.4518262873038218, 0.2656419311242644, -0.1323934823718874, -0.04330757267577129, -0.029962445101238487]","[0.07806448403497972, 0.06564015799774418, 0.02840015661136289, 0.00794932602990925, 0.005687996173304889]",none,0,"The speaker reports that the sales tax collections for the second quarter of 2014 were at 40%, compared to 32% the previous year."
tofueval_SmolLM2-1.7B-Instruct,7,7,1.018811821937561,15,1.9789321422576904,0.2647377848625183,"[-0.06666125004800658, 0.06311875618994237, 1.753829252719879, -0.010732019195954005, -0.04557243194431067]","[0.011968965197350674, 0.04366443722004381, 0.22171091524263223, 0.002612918049514216, 0.002361243225459475]",none,1,"The top industries performing well were business and industry, restaurants, and consumer goods."
tofueval_SmolLM2-1.7B-Instruct,7,7,0.7490692734718323,17,1.2655211687088013,0.17622943222522736,"[0.03780370434362661, -0.022946971331668252, 1.5238992309553878, -0.03129979862612398, 0.027235927512211835]","[0.0053308239694160875, 0.006155830060365856, 0.17296007154714865, 0.003422890981977723, 0.0030925511750063057]",none,0,The speaker also mentions that online retail sales are expected to be the fastest-growing area.
tofueval_SmolLM2-1.7B-Instruct,8,8,2.0554568767547607,31,1.4314028024673462,0.2874385714530945,"[0.18826808051897154, 0.09020290323983758, 0.9286237814193291, -0.16757541618520214, -0.014671602211291752]","[0.06424004184772193, 0.035658231359247436, 0.14964997393479046, 0.01822834529605555, 0.0044435815319546585]",none,0,"The quarterly sales tax report for the City of XYZ shows strong performance across all industries, with business and industry, restaurants, and consumer goods leading the way."
tofueval_SmolLM2-1.7B-Instruct,8,8,1.2067785263061523,19,2.3422775268554688,0.2635442316532135,"[0.035365982872654536, -0.07280556557663276, 2.28010373723105, 0.029589997996625147, -0.04591116426806701]","[0.01484132222427242, 0.016665507623608727, 0.2219080309579639, 0.023949295436834387, 0.004664254773448001]",none,0,"The county pool, which includes online retail sales, is also expected to contribute significantly to future growth."
tofueval_SmolLM2-1.7B-Instruct,9,9,1.64700186252594,21,0.9445129632949829,0.19589190185070038,"[0.1804909634797479, -0.03505357094885161, 0.17271133926087281, 0.09259342979861512, 0.07723487501858645]","[0.024450146515889736, 0.01726400025593951, 0.04540660346867212, 0.016947929850651973, 0.011465069777235234]",none,0,The document discusses the performance of various industries in terms of their contributions to the city's sales tax revenue.
tofueval_SmolLM2-1.7B-Instruct,9,9,0.8318102359771729,19,2.1507930755615234,0.25032052397727966,"[-0.009328879566103416, 0.04127644922118634, 1.8720937632882084, -0.05560833559445057, 0.007886332517955452]","[0.004795841379171562, 0.014895051063113465, 0.23739547862542645, 0.0034819312425641235, 0.00325324246013655]",none,0,"The report shows that business and industry, restaurants, and consumer goods tend to be the strongest performers."
tofueval_SmolLM2-1.7B-Instruct,9,9,1.7124583721160889,13,2.019726514816284,0.20056582987308502,"[0.05698766573690451, -0.020345014305068895, 1.9416266817312975, -0.010866975125211936, -0.062217401197323434]","[0.006452157159891123, 0.007154468518610184, 0.1915584716659326, 0.008905170047140788, 0.0045499977333327895]",none,0,The industry that may experience a loss in the next year is fuel.
tofueval_SmolLM2-1.7B-Instruct,9,9,0.8487302660942078,22,1.593039631843567,0.252847820520401,"[0.05120468650817533, -0.03997951472410932, 1.415899526666511, 0.271409259907986, -0.028262647905979644]","[0.004649431144075193, 0.0017383295822086934, 0.2390363919125362, 0.04460759723422763, 0.005002332364462994]",none,0,"HTL, the company that handles all of the city's sales tax, suggests that this may happen as well."
tofueval_SmolLM2-1.7B-Instruct,9,9,0.7053037285804749,35,1.2635679244995117,0.20845146477222443,"[0.05720144938012319, -0.005988454053710614, 0.30955359674324945, 1.6605727143585682, 0.006560132542758116]","[0.007195077976757602, 0.0039222320867338565, 0.048846043676063086, 0.23718059566121416, 0.006018954694107899]",none,0,"The report also notes that the county-wide tax rate is 9% and that San Leandro, Albany, and El Cerrito have higher tax rates than the city."
tofueval_SmolLM2-1.7B-Instruct,9,9,2.009892702102661,10,1.472869634628296,0.16728024184703827,"[0.13642703890800476, -0.049082151055336, -0.07360990941524506, 0.17775240838527678, -0.3299822866916656]","[0.006650548963807523, 0.0019786278979154305, 0.05496047837659716, 0.1008403453975916, 0.06422442868351937]",none,0,There are no questions or motions raised in the discussion.
tofueval_SmolLM2-1.7B-Instruct,10,10,1.4911514520645142,31,1.3744347095489502,0.23338839411735535,"[0.689611877795429, 0.8863703397613379, -0.07064263420479913, 0.007024727281062833, 0.04945539618511834]","[0.07792890925831612, 0.12974266861771955, 0.025939567617305946, 0.009035229725228536, 0.006885934836088469]",none,0,The finance department reported that sales tax collections for the second quarter of the previous year were up 28% compared to the last 13 quarters.
tofueval_SmolLM2-1.7B-Instruct,10,10,0.9003604054450989,25,2.0133135318756104,0.2895815968513489,"[0.03489967809524387, 0.06600923454388977, 1.9816761395335198, 0.0010028658015653492, -0.03152958823833615]","[0.00836390563257737, 0.015805035660741852, 0.2589332277327776, 0.006114992793518468, 0.0021423185992898654]",none,0,"Business and industry, restaurants, and consumer goods were the strongest industries, with online retail sales expected to be the fastest growing area."
tofueval_SmolLM2-1.7B-Instruct,10,10,2.1143414974212646,15,1.2650593519210815,0.17006617784500122,"[-0.026732490518285582, 0.041897168674040586, 1.4011909967754037, 0.07447442100771393, -0.1792400252035198]","[0.012611289504032659, 0.007261410704328833, 0.15619324014211694, 0.01206443285215452, 0.010402643586227592]",none,0,The department noted concern about potential losses in fuel sales due to fluctuating oil prices.
tofueval_SmolLM2-1.7B-Instruct,11,11,0.6072643995285034,52,1.5585410594940186,0.20382413268089294,"[0.9692715474137423, 0.012277181841962094, -0.005945468176308238, 0.04136534704027257, 0.016980563739007967]","[0.12941206165252284, 0.0024498602764490094, 0.007803505282573462, 0.002973603889133668, 0.004429427438354266]",none,0,"The document covers the quarterly sales tax report for the period ending December 31st, 2014, collected during the period to July 1st, 2014 to September 30th, 2014."
tofueval_SmolLM2-1.7B-Instruct,11,11,0.9773297309875488,31,1.466638207435608,0.21753168106079102,"[0.44293108937000075, 0.30442022461248863, 1.253700556669144, 0.018254471082811155, -0.012812533629907957]","[0.06765376929392768, 0.09694894901551906, 0.13372558278710894, 0.004208639494942374, 0.0028102417512737674]",none,0,"The report shows that sales tax collections are up 40% compared to last year, with strong performances from business and industry, restaurants, and consumer goods."
tofueval_SmolLM2-1.7B-Instruct,11,11,1.3660486936569214,27,1.3635995388031006,0.18293596804141998,"[0.14854114769561286, -0.06470219841921115, 1.4801615459189095, -0.017670225568171764, -0.02921168394688586]","[0.015541058397502638, 0.008014840487838362, 0.15249704039672873, 0.01132301845299716, 0.006502382697716611]",none,1,"The concern is that fuel prices may decrease due to a strike at Tesoro, which could impact the industry's performance in the next year."
tofueval_SmolLM2-1.7B-Instruct,12,12,1.579653263092041,16,1.4270707368850708,0.21673354506492615,"[0.15126001101452857, 1.255886189872399, -0.01659892755560577, 0.01540181040763855, 0.02212878770660609]","[0.023441555382305523, 0.1804423288704129, 0.0033580647796043195, 0.004182922231620978, 0.0025377419883625407]",none,0,Sales tax collections are up 28% over 13 quarters.
tofueval_SmolLM2-1.7B-Instruct,12,12,2.1147146224975586,9,1.5166850090026855,0.2906600534915924,"[-0.04108920765833722, 0.1486485247603721, 1.1636401348643832, 0.10746176302846935, 0.06887284697343905]","[0.004926936456791332, 0.014342490454307862, 0.2531055992262231, 0.0058188283453798955, 0.002470454020011756]",none,0,"Business, restaurants and consumer goods continue strong growth."
tofueval_SmolLM2-1.7B-Instruct,12,12,2.088634729385376,8,1.6277906894683838,0.19357268512248993,"[0.02874794602394104, -0.03263473883271217, 1.5334623381495476, 0.0739111378788948, -0.16419120132923126]","[0.01290873326070141, 0.011589425557758659, 0.1891870852559805, 0.018222428454464534, 0.010961739360936917]",none,1,Online retail and fuel sales may slow growth.
tofueval_SmolLM2-1.7B-Instruct,12,12,2.3936045169830322,8,0.6775774955749512,0.13628080487251282,"[-0.10051903314888477, 0.022551747038960457, -0.053521571680903435, 0.1886967783793807, 0.027245398610830307]","[0.016911909260670654, 0.01312789115763735, 0.02644175579189323, 0.04455677200166974, 0.005237273726379499]",none,0,City sales tax rate is lowest in county.
tofueval_SmolLM2-1.7B-Instruct,13,13,0.9417457580566406,54,1.5028373003005981,0.2337341606616974,"[0.4653706740597651, 0.22174326843432263, 0.6311721562397671, 0.020137436236971687, -0.00731311407246351]","[0.07823140359323588, 0.0481321898423209, 0.07240654428675987, 0.0029728259438360073, 0.004016413786260913]",none,0,"The quarterly sales tax report for the period ending December 31st, 2014, shows a 40% increase in collections compared to last year, with strong sales across all industries, led by business and industry, restaurants, and consumer goods."
tofueval_SmolLM2-1.7B-Instruct,13,13,0.5474796295166016,26,1.906922698020935,0.2597505748271942,"[0.8605771520395558, 1.2491578974063136, 0.026188510509830218, 0.012582557391047326, -0.031630194438128874]","[0.0962389999457925, 0.18686959850271898, 0.005687586744408271, 0.00245479119400198, 0.0017384923337649876]",none,0,"The report also notes a lag period of 90 days and a $313,000 one-time adjustment."
tofueval_SmolLM2-1.7B-Instruct,13,13,1.6029924154281616,20,0.5862950682640076,0.18658213317394257,"[0.049326874688267706, -0.24016627278178931, 0.6645271860063076, 0.09442624012008309, -0.11965476544573903]","[0.018644792272243648, 0.07198101689573377, 0.12272206461057067, 0.010016768587593105, 0.0050005665412754755]",none,0,"The trend shows continued growth in sales tax collections, with online retail sales expected to contribute in the future."
tofueval_SmolLM2-1.7B-Instruct,14,14,1.1504849195480347,28,1.0545238256454468,0.14473073184490204,"[0.5370734738945819, 0.055850016198227034, 0.0412139826681336, 0.04727410532255557, 0.03489890008924184]","[0.039973080816780894, 0.00422345425192207, 0.0019056878669090338, 0.0053319444223721545, 0.006937512184793247]",none,0,"The document provides an update on the second quarter sales tax collections for the period ending December 31st, 2014."
tofueval_SmolLM2-1.7B-Instruct,14,14,1.1729470491409302,28,1.3377866744995117,0.18565501272678375,"[0.6509465791085469, 0.2327889215167878, 0.4740374280996288, -0.010400042158185638, 0.01796988890107189]","[0.08070850441332109, 0.08633759592235687, 0.058196097340133486, 0.0028781240386024365, 0.002619434411047093]",none,0,"The report shows a 40% collection rate compared to 32% last year, with business and industry leading the way in growth."
tofueval_SmolLM2-1.7B-Instruct,14,14,2.2030832767486572,14,1.1143187284469604,0.1787499189376831,"[-0.09364950476862889, -0.29186504757879966, 1.6986117663992835, 0.0011588891876661883, -0.1329614017034016]","[0.019297947785941818, 0.025083722914392377, 0.18130501004634425, 0.00780853460426962, 0.008731148204398258]",none,0,There is concern for a loss in fuel sales due to recent price fluctuations.
tofueval_SmolLM2-1.7B-Instruct,14,14,0.871029794216156,18,2.4900403022766113,0.3226586580276489,"[0.5735763374509083, 0.06575066966858382, 0.01782200235174969, 0.06497131888884017, 0.8997566258702945]","[0.09580423153885123, 0.002756102781252897, 0.012523458692966314, 0.01486619786869091, 0.09916179951768653]",none,0,The council is asked to approve the staff report and recommendation to accept the quarterly sales tax report.
tofueval_SmolLM2-1.7B-Instruct,15,15,1.5765469074249268,38,0.9956886768341064,0.1613219529390335,"[0.5824022781054833, 0.3119798930557935, -0.026619325480791496, -0.029200862636667137, -0.03409851120331472]","[0.08683422675025404, 0.05983021435091168, 0.003171897240415427, 0.004981952815294215, 0.005818658944104084]",none,0,"The speaker presents the quarterly sales tax report, stating that the sales tax collections for the second quarter of last year were at 40%, compared to 32% the previous year."
tofueval_SmolLM2-1.7B-Instruct,15,15,1.3710819482803345,18,1.6889382600784302,0.23653224110603333,"[0.046015842772451125, 0.13145753319582176, 1.9636757021976843, 0.05108554304266969, 0.011794976327413073]","[0.00661064085943508, 0.04916011077067298, 0.2114953539825769, 0.0027136728634407823, 0.0012851912887173159]",none,0,"They note strong sales in various industries, particularly business and industry, restaurants, and consumer goods."
tofueval_SmolLM2-1.7B-Instruct,15,15,1.3520921468734741,17,1.0579365491867065,0.17733134329319,"[0.10238920327495127, -0.1105992127867306, 1.5613274723291397, 0.16120045971782768, -0.004764685955117731]","[0.015460974769666791, 0.010648886988158612, 0.17014848435407176, 0.018306625746738386, 0.003130081096862662]",none,0,The speaker also mentions the potential impact of online retail sales and fuel prices on future collections.
tofueval_SmolLM2-1.7B-Instruct,16,16,1.2747361660003662,28,1.3608322143554688,0.21074114739894867,"[0.20753822974594577, 0.8041765090976176, 0.02208006495077695, 0.015606684793185974, 0.037857286124822816]","[0.04489311372474601, 0.12788714554010636, 0.004679055943467704, 0.006725481673519036, 0.0060288738350209314]",none,0,"The document discusses the sales tax collection trends for the city, which shows a 28% increase in the last 13 quarters."
tofueval_SmolLM2-1.7B-Instruct,16,16,0.7027371525764465,13,2.2950925827026367,0.3135823607444763,"[0.031074580521537706, 0.1986056266245074, 2.0560906002154717, 0.02625897408534701, -0.018085313119137518]","[0.004926286373050131, 0.01696814108156384, 0.28103850323420304, 0.004982526030709358, 0.0010824971401374429]",none,0,"Business and industry, restaurants, and consumer goods are the strongest industries."
tofueval_SmolLM2-1.7B-Instruct,16,16,1.2210453748703003,21,1.4276450872421265,0.17454636096954346,"[0.03630748336269919, 0.03596643678888324, 1.5705299906743069, 0.0687162375792728, 0.02091305791344937]","[0.011850050784276044, 0.012963693326951, 0.16395479710661762, 0.015457274496969018, 0.003454452324928882]",none,0,"However, there is a concern about potential loss due to fluctuating fuel prices and the impact on the fracking industry."
tofueval_SmolLM2-1.7B-Instruct,16,16,1.0274784564971924,16,1.1798150539398193,0.17934530973434448,"[-0.04489244709839113, 0.0559007401461713, 0.08796314464416355, 1.2398527835030109, 0.03339976668939926]","[0.010777426940876467, 0.0050214057773700915, 0.01978920780675253, 0.17700423179849167, 0.005540624292279972]",none,0,The city is at the bottom of the chart for sales tax compared to other cities.
tofueval_SmolLM2-1.7B-Instruct,17,17,0.9958238005638123,35,1.0176842212677002,0.14478440582752228,"[0.5578701250130377, 0.3614468812624442, -0.001014720910253735, -0.0190572300212807, 0.058118732562330216]","[0.07189932770091088, 0.06838474026035328, 0.002982190047961402, 0.005002338559773177, 0.004729825002667504]",none,0,"The document discusses sales tax collection trends for the second quarter of 2014, with a 40% collection rate compared to last year's 32%."
tofueval_SmolLM2-1.7B-Instruct,17,17,1.2082475423812866,19,1.275557279586792,0.21859771013259888,"[1.5297395466263162, 0.10217059102375826, -0.08305155411404772, -0.024147921496191167, 0.008855696406642796]","[0.1952002102801711, 0.044121419481969404, 0.003666257035729957, 0.002899566803834157, 0.0026083825402122927]",none,0,The collections were for sales tax sold and collected in the first quarter of 2014.
tofueval_SmolLM2-1.7B-Instruct,17,17,0.7755299210548401,34,1.380986213684082,0.24707283079624176,"[0.09348950209438472, 0.688875070800457, 0.9386627954732188, 0.06663270749713239, 0.08451274021953235]","[0.019035228963248836, 0.14248920238391935, 0.11253635684881695, 0.004839851538797709, 0.001853577817481731]",none,0,"The report also notes a 28% increase in tax collections over the last 13 quarters, with business and industry, restaurants, and consumer goods leading the way."
tofueval_SmolLM2-1.7B-Instruct,17,17,1.2611148357391357,25,1.6654678583145142,0.19246524572372437,"[0.07693713268497959, 0.05834390929783694, 1.5610156277776697, 0.04011843898100778, 0.019752417800482362]","[0.008757111548075045, 0.008760992109309883, 0.16157803980982863, 0.00912257415773638, 0.0034782874486700165]",none,0,"The concern is that fuel prices may rise due to a strike at Tesoro, leading to a potential loss in sales tax revenue."
tofueval_SmolLM2-1.7B-Instruct,18,18,2.189474105834961,23,2.0435903072357178,0.2705373764038086,"[0.10905963704040599, 0.021296286499937592, 0.0371836400514914, 0.03178955000602519, 1.8122668907795425]","[0.007720091258385725, 0.0036348577355649627, 0.002249433903236185, 0.0009433276663912693, 0.2476028954153425]",none,0,The city recommends approving an agreement with Collaborative Building Futures to relocate and build new supportive housing at Alameda Point.
tofueval_SmolLM2-1.7B-Instruct,19,19,1.1646060943603516,63,2.1254570484161377,0.2424224615097046,"[0.00875829733189358, -0.007303421094316974, -0.014264096363192601, -0.014149518009544986, 1.9720487067372434]","[0.0013051332128285024, 0.0011469758188930369, 0.0006425617398019226, 0.0007227454283103783, 0.21076233809727124]",none,1,"Collaborative Building Futures (CBF) will develop and operate supportive housing facilities for women and children on a 10.4 acre parcel in the Main Street neighborhood of Alameda Point, with Mid-Penn Housing LME 2.0 as the lead developer and Operation Dignity as a partner."
tofueval_SmolLM2-1.7B-Instruct,19,19,1.3351391553878784,28,1.11200749874115,0.09268367290496826,"[0.04649571030001555, 0.022536254754023894, -0.0036970160103269984, -0.008003526234201022, 1.1585630779819829]","[0.0017789813375981925, 0.0008619418261202684, 0.00035252423523551054, 0.0002903850579189436, 0.0947025196136175]",none,1,"The implementation term sheet outlines the terms and conditions for the development and construction of the facilities, including affordability requirements, community benefits, and funding sources."
tofueval_SmolLM2-1.7B-Instruct,20,20,0.7368420362472534,58,2.7564163208007812,0.3224235773086548,"[-0.019836246170410143, 0.00837806967558271, 0.00225902088434317, 0.02103217041468301, 2.5666079834622435]","[0.001599040605793201, 0.0010700836524173264, 0.0007328640543513412, 0.0017835598172268874, 0.3002161453180728]",none,1,"Collaborative Building Futures is a partnership between Mid-Penn Housing, LME 2.0, Operation Dignity, and Women and Children to relocate and construct new supportive housing facilities on a 10.4-acre parcel in the Main Street neighborhood of Alameda Point."
tofueval_SmolLM2-1.7B-Instruct,20,20,0.6914622783660889,20,0.2147945910692215,0.04647793993353844,"[0.006570246908813715, 0.003269770322367549, 0.0039962442126125096, -0.015646838815882802, 0.23074242140864953]","[0.0007298284670923749, 0.0007285342490831681, 0.000464303359240148, 0.00037504288416130295, 0.04083641170655028]",none,1,The goal of this partnership is to provide affordable housing and support services to low-income individuals and families.
tofueval_SmolLM2-1.7B-Instruct,21,21,0.5250669717788696,64,3.3203701972961426,0.40581214427948,"[0.025758789395055715, -0.023970894971782286, 0.004176885782129602, -0.016102338866993193, 3.114713914190361]","[0.004795793494926315, 0.002935746642645398, 0.0009035467194884461, 0.000903477310592038, 0.36370939283210646]",none,0,"The document provides a recommendation to approve a term sheet with Mid-Penn Housing LME 2.0, Collaborative Building Futures with Women and Children, and Operation Dignity for the construction of new supportive housing facilities on a 10.4-acre parcel in the Main Street neighborhood of Alameda Point."
tofueval_SmolLM2-1.7B-Instruct,21,21,1.6527185440063477,18,-0.1176164448261261,0.08112874627113342,"[0.0492535520138012, -0.027615976209441822, -0.030419071567141347, -0.0324917358553244, 0.04813648832754956]","[0.005736501551331862, 0.003546740255842451, 0.0014059678861586791, 0.0010752726318767397, 0.0587528106989339]",none,1,"The term sheet outlines the agreement between the parties, including the funding and timeline for the project."
tofueval_SmolLM2-1.7B-Instruct,21,21,2.1558120250701904,17,-0.09169656038284302,0.04396376386284828,"[-0.018826735205948353, -0.07948789937312112, -0.0019622483865960557, -0.061526314273257464, 0.013907467124654967]","[0.0015371355593207922, 0.0011919542720373582, 0.0010118503311840707, 0.0013561751004411181, 0.031065346440300345]",none,1,"The Collaborative Building Futures group will provide supportive services for residents, focusing on women and children."
tofueval_SmolLM2-1.7B-Instruct,22,22,0.5939108729362488,57,3.494361400604248,0.402679979801178,"[0.002351001642820624, -0.014015934204938898, -0.015502775435714667, 0.007927231150405166, 3.3168518442288857]","[0.00719973747181201, 0.002282015261480789, 0.0012390009873349914, 0.0012749437363431912, 0.364213736486323]",none,0,"The document discusses the approval of an implementation term sheet with Mid-Penn Housing, LME 2.0, Collaborative Building Futures, Women and Children, and Operation Dignity for the relocation and construction of new supportive housing facilities in the Main Street neighborhood of Alameda Point."
tofueval_SmolLM2-1.7B-Instruct,23,23,0.9648699164390564,43,2.5300967693328857,0.3318995237350464,"[0.009337844918306028, 0.014106503987636115, 0.010480946815859656, -0.0018716318861765483, 2.162473771853107]","[0.0028016291062052663, 0.0029278664386829193, 0.0015928132785691476, 0.0011738223301806503, 0.2923023367732449]",none,1,"The recommendation is to approve an implementation term sheet for the Collaborative Building Futures project, which aims to construct new supportive housing facilities for women and children on a 10.4 acre parcel in Alameda Point."
tofueval_SmolLM2-1.7B-Instruct,24,24,1.627089262008667,25,1.483177661895752,0.22565096616744995,"[0.07312433561310172, 0.07225090597814415, 0.05770711480290629, 0.023705466543324293, 0.9869099768938031]","[0.013016606527016847, 0.0033186533150001197, 0.002445374072740378, 0.001243611453792255, 0.1648135744746105]",none,0,The City of Alameda will provide a 10.4 acre parcel at Alameda Point for supportive housing.
tofueval_SmolLM2-1.7B-Instruct,24,24,2.080521821975708,29,0.4052524268627167,0.06077031418681145,"[0.01550112822060955, 0.007401086566648607, -0.027301377793452864, -0.001960122797252803, 0.3986890441738069]","[0.0015302207998972555, 0.0010103913811125777, 0.001195412123393155, 0.0007941028378464298, 0.055356035113524334]",none,1,"Three nonprofits will relocate and build new facilities with 75-100 units for homeless/at-risk women, children, and veterans."
