model,resp_id,orig_idx,domain,mean_surprisal,n_ans,gap,jsd_noctx,chunk_drops,chunk_jsds,label
ragbench_Qwen2.5-1.5B-Instruct,13,13,pubmedqa,1.252741813659668,200,0.7334120869636536,0.11122961342334747,"[0.1483993046414389, 0.08709779454577302, 0.2752658322270463, 0.07432754013445333]","[0.04045031079218425, 0.016983670575460366, 0.03434984698214038, 0.012098678543183859]",1
ragbench_Qwen2.5-1.5B-Instruct,14,14,finqa,0.917690098285675,200,0.16507896780967712,0.04517132788896561,"[0.002165027302562521, 0.0040996472173719664, 0.0026075742120337964, 0.007442517501185648, 0.11671912424844777]","[0.0052909565085106185, 0.0022748524237216116, 0.0023483086917733685, 0.003877804168404353, 0.03200011937730288]",1
ragbench_Qwen2.5-1.5B-Instruct,15,15,hotpotqa,0.4440388083457947,29,0.2737236022949219,0.11876963078975677,"[0.02669192544209213, -0.025558095833197323, 0.020910505265733105, 0.25635595528402866, -0.008080905362319379]","[0.006087471470701483, 0.005119758266675553, 0.028784262006961946, 0.06976778752910158, 0.0018753398097832643]",1
ragbench_Qwen2.5-1.5B-Instruct,16,16,pubmedqa,1.3520020246505737,125,1.0910342931747437,0.15960358083248138,"[0.6349186172909104, 0.023145626433484723, 0.3691819218564196, 0.2710981414904236]","[0.08988566345750587, 0.011952426819609173, 0.054559250317117405, 0.028545480472210328]",1
ragbench_Qwen2.5-1.5B-Instruct,17,17,pubmedqa,0.5776264667510986,200,1.1542534828186035,0.22132521867752075,"[0.47135172152579996, 0.6802999203377805, 0.1830263812323507, 0.01940292522086139]","[0.09034615671572865, 0.12044536439467897, 0.024669533776962, 0.00391689850646701]",1
ragbench_Qwen2.5-1.5B-Instruct,18,18,pubmedqa,1.0392696857452393,86,0.8982609510421753,0.18070751428604126,"[0.9619000065198221, -0.05044877263130835, -0.027158095707168182, -0.026727380426257507, -0.028869806661968735]","[0.15126181456412235, 0.010455161829783554, 0.004062672705321529, 0.003835540650183622, 0.0022642802093773315]",1
ragbench_Qwen2.5-1.5B-Instruct,19,19,finqa,0.7664456367492676,115,0.5453682541847229,0.09740860015153885,"[0.5409174737294012, -0.001954421424180391, -0.002181616655181405, -0.005837259369044383]","[0.08995576904000067, 0.000963319636945886, 0.0007520107447817282, 0.0008028317758504746]",1
ragbench_Qwen2.5-1.5B-Instruct,20,20,pubmedqa,0.9009580612182617,103,0.7347495555877686,0.14334508776664734,"[0.2618953607822585, -0.02166431519172804, -0.04141920469376411, 0.6171687653408408, 0.009229461870721298]","[0.044298481557337475, 0.010593664348954883, 0.010920753238975005, 0.07317434600460346, 0.011510948525848328]",1
ragbench_Qwen2.5-1.5B-Instruct,21,21,pubmedqa,0.7948780655860901,127,1.1775785684585571,0.17176523804664612,"[0.31312947528440543, 0.5055782602851415, -0.001595870860867093, 0.0019507362738977463, -0.025143624235373342]","[0.04402885073520195, 0.07627921536028971, 0.0033810843822010216, 0.0042306982908537315, 0.0022719008465226197]",1
ragbench_Qwen2.5-1.5B-Instruct,22,22,pubmedqa,1.0480766296386719,155,0.669072687625885,0.11230413615703583,"[0.05139020186043713, 0.12441444488592952, -0.009118886948156234, 0.5117228911428517]","[0.029496688670224102, 0.016200334732012094, 0.00818940335816524, 0.07219119800391625]",1
ragbench_Qwen2.5-1.5B-Instruct,23,23,pubmedqa,0.6581600904464722,200,1.1297105550765991,0.18397565186023712,"[0.3401316295899365, -0.010835027583570564, 0.404372929249477, 0.5176823888823628]","[0.04882465500090152, 0.014408871000780704, 0.0596952520157954, 0.07213000237702914]",1
ragbench_Qwen2.5-1.5B-Instruct,24,24,techqa,0.5937021374702454,113,0.09386476129293442,0.01646469719707966,"[-0.043816773648966904, -0.015859832612767227, 0.006200497489035357, -0.014676579060795652, -0.025226569158328743]","[0.005170722360730906, 0.0037640410749535864, 0.00435012865806714, 0.0022780517761015716, 0.004619528460821069]",1
ragbench_Qwen2.5-1.5B-Instruct,25,25,techqa,1.0038952827453613,94,0.2599967420101166,0.031760238111019135,"[0.03680951887306637, 0.062023617698635444, 0.004522209233179657, 0.06936721575131857, -0.00556859639626519]","[0.0055768853921939416, 0.002451492150689568, 0.0008846402751244307, 0.012333489948614298, 0.0019793856556867334]",1
ragbench_Qwen2.5-1.5B-Instruct,26,26,pubmedqa,0.9976906180381775,104,0.5250446796417236,0.09405704587697983,"[0.3039973773192934, 0.04938203559116626, 0.0009630744719708253, 0.04080442527188447, 0.19897715296529292]","[0.04183258204108908, 0.009468634990831299, 0.005613313169653462, 0.006698927706638167, 0.020867223531910967]",1
ragbench_Qwen2.5-1.5B-Instruct,27,27,pubmedqa,0.8444346785545349,142,1.6964287757873535,0.26103800535202026,"[-0.02503044622096375, -0.02769027773936447, 0.7622854317387656, 0.49099634928841585, 0.6793849974902949]","[0.008382367418399029, 0.010056257849798935, 0.10144981228323162, 0.06999188319660672, 0.08730587310958887]",1
ragbench_Qwen2.5-1.5B-Instruct,28,28,techqa,1.4429271221160889,200,0.20548152923583984,0.029082832857966423,"[-0.0021372443622749413, 0.0014715465084373135, 0.0007636146599179483, -0.0025731215650739614, 0.15308999074546592]","[0.0009163754316034555, 0.00030723330599755625, 0.0004160677937996127, 0.0004376961726717354, 0.026308429235296558]",1
ragbench_Qwen2.5-1.5B-Instruct,29,29,techqa,1.5949727296829224,139,0.3858409821987152,0.10210519284009933,"[0.03793351235180185, 0.0993776788284011, 0.034972655853782675, 0.008061529629358381]","[0.02854632361877954, 0.014864649559427175, 0.010342269182897657, 0.005733962268073146]",1
ragbench_Qwen2.5-1.5B-Instruct,30,30,finqa,0.47034749388694763,103,0.20786985754966736,0.07490658760070801,"[0.0163894675171426, 0.036864532405134806, 0.010827577958956927, 0.004730515934117418, 0.19184757449718004]","[0.0013402349175967716, 0.008402637902226232, 0.000786413391368057, 0.00145034220385457, 0.06461167739844888]",1
ragbench_Qwen2.5-1.5B-Instruct,31,31,pubmedqa,0.8885012865066528,200,1.2516295909881592,0.16885337233543396,"[0.4553252560297949, 0.3608364051445955, 0.3028551350055943, 0.28809136983776396]","[0.06700392297992795, 0.05045651492092592, 0.03945033351306364, 0.030351959843246873]",1
ragbench_Qwen2.5-1.5B-Instruct,32,32,finqa,0.5486315488815308,123,0.4388711750507355,0.09703453630208969,"[0.19112085945976365, 0.09188616114645827, 0.09604454399120123, 0.004224357247701058, 0.0009771932406399018]","[0.03693256715512597, 0.005764432400210952, 0.02673409016365031, 0.0008861975359240987, 0.0006166215738805832]",1
ragbench_Qwen2.5-1.5B-Instruct,33,33,pubmedqa,0.7069638967514038,200,0.6679229736328125,0.14648698270320892,"[-0.03566685302630617, 0.5927350882107043, 0.061672425732948566, -0.009472790972454277]","[0.010092354782238147, 0.12323074231446346, 0.012132052765377743, 0.0024349287516096042]",1
ragbench_Qwen2.5-1.5B-Instruct,34,34,techqa,1.4589210748672485,200,0.1728099286556244,0.0661415159702301,"[0.040638977093186666, -0.010702994183352814, 0.033479991356346946, 0.024814572001047565, -0.016175509052016254]","[0.013000356457057194, 0.0077557842465089165, 0.022888650189530076, 0.00791007325093453, 0.008483560324080184]",1
ragbench_Qwen2.5-1.5B-Instruct,35,35,pubmedqa,1.0456219911575317,200,0.7450172901153564,0.14346341788768768,"[0.403804751241405, 0.1871767515847114, 0.04965313118855932, 0.19025272423921535]","[0.05875444569982619, 0.037451664939881085, 0.011962774664708995, 0.032148876725379194]",1
ragbench_Qwen2.5-1.5B-Instruct,36,36,pubmedqa,1.3160020112991333,73,0.4459085464477539,0.10977840423583984,"[0.11021567594330257, 0.12603998730815244, 0.042745877704196696, -0.016091084543913833]","[0.0400661533457786, 0.020461600905406385, 0.009883772645239349, 0.006746664205270182]",1
ragbench_Qwen2.5-1.5B-Instruct,37,37,pubmedqa,1.1217290163040161,51,0.37600791454315186,0.12973779439926147,"[0.15809730813825632, 0.106386741697112, -0.11004196843136657, 0.03540798849353807]","[0.10342225968557552, 0.0059830803401160785, 0.021464660217959567, 0.008571342266371155]",1
ragbench_Qwen2.5-1.5B-Instruct,38,38,finqa,0.8185408711433411,34,0.975365161895752,0.1299087256193161,"[0.04188413108043759, 0.7485523609879344, 0.02407250881440311, 0.0646478463195843, 0.05470273381358899]","[0.004469423918343008, 0.12749927527564817, 0.0009298793598822933, 0.0016157038900614146, 0.0013158379588108962]",1
ragbench_Qwen2.5-1.5B-Instruct,39,39,pubmedqa,0.7522521018981934,200,0.8840957880020142,0.17357473075389862,"[0.4381181645664401, 0.19172405328119396, 0.1854516105244994, 0.06403233455542988, 0.010260400328999709]","[0.09663580517757225, 0.04415159477516269, 0.030093564514223844, 0.007726410645593802, 0.0018119486634714478]",1
ragbench_Qwen2.5-1.5B-Instruct,40,40,finqa,0.6129172444343567,147,0.43154677748680115,0.09583365172147751,"[-0.009495367010295151, -0.006920634790053648, 0.43461673110463994, 0.006576500206432882, 0.0017709170163217175]","[0.002175395856626378, 0.0026105379052406303, 0.07792801274987966, 0.0022711872149514052, 0.0014707038732600696]",1
ragbench_Qwen2.5-1.5B-Instruct,41,41,hotpotqa,0.9315404891967773,63,1.048169732093811,0.14844581484794617,"[0.0633720046466878, 0.320730545335368, 0.8407111465404875, 0.07714603316676474]","[0.004991736767722375, 0.05304614662674112, 0.09667903126931393, 0.005057763315147352]",1
ragbench_Qwen2.5-1.5B-Instruct,42,42,pubmedqa,1.1027860641479492,200,0.6336377859115601,0.13745242357254028,"[0.4265602440997358, 0.29294733720728516, 0.017102853726120484, 0.01927081525371648]","[0.07492745346417504, 0.04253116222022015, 0.0056834670948035714, 0.0024576888995337053]",1
ragbench_Qwen2.5-1.5B-Instruct,43,43,pubmedqa,0.6737280488014221,103,0.5066678524017334,0.10333950817584991,"[0.35842267020632224, -0.004683401275156802, 0.1609715646811682, -0.016892665477376858, -0.004601406242554797]","[0.062227925808644155, 0.007672801739561532, 0.037192925317834476, 0.005385784849751018, 0.0057762164053404685]",1
ragbench_Qwen2.5-1.5B-Instruct,44,44,pubmedqa,0.7146410942077637,143,0.6476117968559265,0.11477673053741455,"[0.3468169601415529, 0.09023457871942085, 0.23693748741836962, -0.012530383178763564, 0.020762524991661955]","[0.041343202950614895, 0.033579783657502034, 0.04219755612751529, 0.002834710549129766, 0.0016105395671224608]",1
ragbench_Qwen2.5-1.5B-Instruct,45,45,pubmedqa,0.7830970883369446,200,1.8833317756652832,0.2773092985153198,"[0.17262093181644048, 0.40524815657553065, 0.7103397811547575, 0.4122278869767183, -0.0044007830713565]","[0.025342143217301754, 0.07276458246282687, 0.10897415236438611, 0.06298756103684049, 0.0028828661359898786]",1
ragbench_Qwen2.5-1.5B-Instruct,46,46,pubmedqa,0.9514247179031372,73,0.8314809799194336,0.15344101190567017,"[0.19819070039519351, 0.25831193256706136, 0.007411407795358467, 0.10071566786465086, -0.003161005809145311]","[0.04441589064820666, 0.050261132354520184, 0.010755058797844757, 0.014712893909854096, 0.00316902254409111]",1
ragbench_Qwen2.5-1.5B-Instruct,47,47,finqa,0.5431006550788879,200,0.14033986628055573,0.05303094908595085,"[0.05288108018941557, 0.09257275610588409, -0.0191430982978369, -0.016930488745368847]","[0.02797707397821931, 0.03142298700814706, 0.0011456506940069034, 0.00036917684451282185]",1
ragbench_Qwen2.5-1.5B-Instruct,48,48,pubmedqa,0.4712018668651581,200,0.9591715931892395,0.14395657181739807,"[-0.00574680728688353, 0.9732057198179314, 0.021690618458337953, 0.005275151431583964, -0.000856007620409116]","[0.005556156964888248, 0.13864256773808586, 0.005044926440923625, 0.0023620865074529007, 0.002989382067838928]",1
ragbench_Qwen2.5-1.5B-Instruct,49,49,pubmedqa,0.5542110204696655,200,0.7263931035995483,0.1390133500099182,"[0.15607009842201391, 0.38281557392347737, 0.08356034009377539, 0.020042682089026015, 0.005532659000246553]","[0.034992215098488405, 0.07896195449478541, 0.011490863415868625, 0.004258370286605171, 0.0023710769798690025]",1
ragbench_Qwen2.5-1.5B-Instruct,50,50,covidqa,1.861539602279663,36,0.6434268951416016,0.1060304343700409,[0.45945244870704804],[0.07663734456248979],1
ragbench_Qwen2.5-1.5B-Instruct,51,51,finqa,1.0847842693328857,89,0.046661071479320526,0.049983035773038864,"[-0.01886248093198058, -0.04825776725433724, 0.13773585242376887, -0.02105772339218879, -0.0288893427571494]","[0.001706227092421961, 0.005712759962851409, 0.05924738961434077, 0.0016175772047116869, 0.0014018445296132638]",1
ragbench_Qwen2.5-1.5B-Instruct,52,52,hotpotqa,1.2793580293655396,28,1.190387487411499,0.15134957432746887,"[0.17277264261636965, 0.05382838528592921, 0.1158251662413282, 1.3021285374623923, 0.08082150893824291]","[0.025469642586277326, 0.005483500099103367, 0.00731613001551068, 0.1291471631065763, 0.015581998787248657]",1
ragbench_Qwen2.5-1.5B-Instruct,53,53,pubmedqa,0.9756109118461609,62,0.9371525049209595,0.17027513682842255,"[0.7220904551837931, -0.0008600499345448043, -0.01161065415513921, -0.0027401368758341225]","[0.11764172674444243, 0.002499008885394922, 0.003071295200939975, 0.005486762465699533]",1
ragbench_Qwen2.5-1.5B-Instruct,54,54,techqa,1.0279109477996826,200,0.07524493336677551,0.023705748841166496,"[-0.0034184663733867636, -0.014784032942457089, -0.01316326678315363, 0.0027805581744905794, -0.0063475817811377054]","[0.0045454465692427, 0.0026538324507046694, 0.003930821944618401, 0.003051642266597696, 0.0013581213404071945]",1
ragbench_Qwen2.5-1.5B-Instruct,55,55,pubmedqa,0.8217328190803528,104,1.4735842943191528,0.22094787657260895,"[0.6429967707387312, 0.01225487221760729, 0.3607912168845797, 0.006322401970954581, 0.011585460487113917]","[0.10280785366891748, 0.011820375884098575, 0.05630014186285674, 0.005643975486951656, 0.002817618774424401]",1
ragbench_Qwen2.5-1.5B-Instruct,56,56,pubmedqa,1.1629246473312378,112,1.1356457471847534,0.1677885800600052,"[0.4994344588940964, -0.05262037802774598, 0.0029209166923363583, 0.2765904850895465]","[0.06999095619266729, 0.010448619290253727, 0.012105003190409747, 0.0342819078437872]",1
ragbench_Qwen2.5-1.5B-Instruct,57,57,hotpotqa,0.8184643983840942,28,0.019412769004702568,0.06415276229381561,"[0.03402534877958325, 0.34166099481470674, 0.033533673834296805, 0.025635499349066646, 0.022024376712579397]","[0.008067443765833713, 0.06282537313841122, 0.0019301904975798883, 0.002341534028380871, 0.001523107058673645]",1
ragbench_Qwen2.5-1.5B-Instruct,58,58,hotpotqa,1.0705991983413696,21,0.1300743967294693,0.05913553759455681,"[-0.04213993099013654, -0.021842139660813182, 0.01334490642849622, -0.0689468517930003, -0.03032068273889655]","[0.008603256095176178, 0.00874606302969975, 0.018278123361791847, 0.008483797355027144, 0.014280680160438698]",1
ragbench_Qwen2.5-1.5B-Instruct,59,59,pubmedqa,1.0236444473266602,135,0.8644868731498718,0.19922757148742676,"[-0.04507985620036413, 0.1935049111546067, 0.4793169416312594, 0.24404710154491047, 0.02392803234286947]","[0.00734106375000844, 0.04372505728616253, 0.10172802216878625, 0.05316956987973703, 0.008074781581044759]",1
ragbench_Qwen2.5-1.5B-Instruct,60,60,finqa,0.6316360831260681,175,0.20162393152713776,0.04633085057139397,"[-0.007410268338776405, -0.0084368834950614, -0.002381830505781701, 0.17681714432713697, -0.011963081395063324]","[0.0007210827299661559, 0.0007644111466105739, 0.0005263141462326562, 0.033646154859443736, 0.0009466350147798559]",1
ragbench_Qwen2.5-1.5B-Instruct,61,61,pubmedqa,0.8681261539459229,90,0.7380106449127197,0.12503431737422943,"[0.5380038279389106, 0.17415978182700528, 0.07884890794896175, 0.010884945851394908]","[0.07430470272453138, 0.033777868108038296, 0.007122245876073229, 0.005877836980500936]",1
ragbench_Qwen2.5-1.5B-Instruct,62,62,pubmedqa,1.0271918773651123,200,0.5395826101303101,0.115966796875,"[0.15760163786560155, 0.3874482431988167, 0.026914073027966195, -0.02489053897679014, -0.009759479568558618]","[0.03648754490148463, 0.06146643389847107, 0.007180709308558004, 0.007214997216191517, 0.0037607291393281094]",1
ragbench_Qwen2.5-1.5B-Instruct,63,63,pubmedqa,0.9692679047584534,88,0.6357833743095398,0.1269540935754776,"[0.48209173748205103, -0.031134886059502067, 0.01673295502259655, -0.009643856518297607, 0.05456653303870822]","[0.05162691470282836, 0.009461721937423078, 0.011165142371612773, 0.033806265996096645, 0.01868939358205004]",1
ragbench_Qwen2.5-1.5B-Instruct,64,64,pubmedqa,1.0049357414245605,141,0.5933123230934143,0.11280615627765656,"[0.1655435583109704, 0.08954117269346454, 0.12197962568601634, -0.023092121643819304, -0.0005018880114130942]","[0.020256351464761516, 0.0195434615744305, 0.0160601110032963, 0.003186128364952265, 0.0024726219343453463]",1
ragbench_Qwen2.5-1.5B-Instruct,65,65,pubmedqa,0.5916499495506287,186,1.0563920736312866,0.16351895034313202,"[0.5123095522656131, -0.0013912292205867087, 0.31287185231982556, 0.25775124758539303, 0.011541401174102881]","[0.08209282201480528, 0.0032603224952113268, 0.04213192062347692, 0.033966075525974096, 0.0019425717356588742]",1
ragbench_Qwen2.5-1.5B-Instruct,66,66,pubmedqa,1.1221182346343994,115,0.5068182945251465,0.1035720631480217,"[0.015490411756326981, 0.43431235634796633, -0.03735177521230071, -0.023927168833020204, -0.019375780717819393]","[0.012772641382340341, 0.06137093977813122, 0.0035066287836334423, 0.003037483816748561, 0.004140449285127585]",1
ragbench_Qwen2.5-1.5B-Instruct,67,67,pubmedqa,1.0096203088760376,148,0.7651562094688416,0.16102534532546997,"[0.4048840354327427, 0.05522996485896055, 0.27267822225171645, 0.02532258159464535]","[0.08915024758732243, 0.021948505817881377, 0.038238218302542856, 0.005789467303981357]",1
ragbench_Qwen2.5-1.5B-Instruct,68,68,pubmedqa,0.6759324669837952,200,1.1245862245559692,0.2228584736585617,"[0.01186050797070493, 0.2731231712247245, 0.6397336846149483, 0.07235446971935744]","[0.005948365193017935, 0.040646688226387936, 0.13599183754354668, 0.011616293480172714]",1
ragbench_Qwen2.5-1.5B-Instruct,69,69,hotpotqa,0.8222789168357849,23,-0.04511011019349098,0.016090882942080498,"[0.010346029229328016, -0.009373383122099609, 0.021850864617195126, -0.01182361365665755]","[0.005909028441514554, 0.002842904232787315, 0.0013254142113065309, 0.0020967983169444065]",1
ragbench_Qwen2.5-1.5B-Instruct,70,70,finqa,0.737881600856781,95,0.42822372913360596,0.09117868542671204,"[-0.01330052708849268, -0.024215425018170016, -0.003588294024929813, 0.19543224344957993, 0.010295537882757343]","[0.005659786365066266, 0.0012638183243447992, 0.0018214583735797125, 0.0597491849658393, 0.0027279070636510774]",1
ragbench_Qwen2.5-1.5B-Instruct,71,71,techqa,1.4092656373977661,118,0.09491836279630661,0.02239018864929676,"[0.030411389819168324, 0.01514435580313949, 0.013677483757622682, -0.003415412101367688]","[0.004890460590402406, 0.003289752231526484, 0.002186651561987842, 0.0008917211592115054]",1
ragbench_Qwen2.5-1.5B-Instruct,72,72,pubmedqa,0.7916731834411621,199,0.7259076237678528,0.1416051983833313,"[0.0003531994749385801, 0.16708196400386852, 0.2373389622989863, 0.23481072546964535, 0.14023012229572304]","[0.00800398758932764, 0.04197011129323223, 0.03485262091331097, 0.04069201996331257, 0.03380969193791313]",1
ragbench_Qwen2.5-1.5B-Instruct,73,73,pubmedqa,0.8052883148193359,48,0.5471940636634827,0.08255476504564285,"[0.32010409154954306, 0.2786346166757762, 0.048296892689956884, 0.033020834457744286, 0.027661113287758592]","[0.0353257739596368, 0.013782073611958564, 0.006674813113685711, 0.001562914794041396, 0.002050970158776977]",1
ragbench_Qwen2.5-1.5B-Instruct,74,74,pubmedqa,0.9977470636367798,200,1.1552131175994873,0.18817073106765747,"[0.34254862788438456, 0.2991021013867203, 0.19904139709809443, 0.013793770762481472, 0.12017154475684493]","[0.0547760429702366, 0.05881342401180398, 0.03316736843695715, 0.008407212356170533, 0.0212326582007217]",1
ragbench_Qwen2.5-1.5B-Instruct,75,75,pubmedqa,0.6694824695587158,200,0.6835536956787109,0.13068731129169464,"[0.26582827545131865, 0.1956689093492142, 0.21375471419728825, 0.016583337510848537]","[0.05369111647117038, 0.037588039777837354, 0.03391453219969978, 0.00684294204600981]",1
ragbench_Qwen2.5-1.5B-Instruct,76,76,pubmedqa,0.6943727135658264,200,1.1302725076675415,0.1871090680360794,"[0.8547189366061844, 0.29190595072606756, -0.005579248542399568, 0.0020450822018869986, 0.00046890957384789546]","[0.1468628788491479, 0.039124001783672695, 0.0038282982127386942, 0.0032677516519695614, 0.0014616010904636135]",1
ragbench_Qwen2.5-1.5B-Instruct,77,77,techqa,1.2742594480514526,200,0.08503836393356323,0.0379883348941803,"[0.016715913317582362, -0.006939301014328976, 0.026097356592151753, -0.006169938632617686, -0.007189741518734536]","[0.003418014390580275, 0.0009647500349798577, 0.007819703168332453, 0.0026556217182373844, 0.003814602406715899]",1
ragbench_Qwen2.5-1.5B-Instruct,78,78,finqa,0.5171105861663818,142,0.20378072559833527,0.0440242663025856,"[-0.021125033273104325, 0.2061689228177694, -0.0079887710063675, -0.013663325604053606, -0.014724283664527705]","[0.0013676478975988505, 0.034600862320943636, 0.002519147035609998, 0.0005550897128457331, 0.0011043228033820686]",1
ragbench_Qwen2.5-1.5B-Instruct,79,79,pubmedqa,1.271347999572754,113,0.37929025292396545,0.06081977114081383,"[0.12571658930474905, 0.00506554180061957, 0.1021021392027766, -0.004473931498187568, 0.15692406397081754]","[0.01210338590478875, 0.003182852378705145, 0.007306860236247704, 0.001813785579147648, 0.014292265014265806]",1
ragbench_Qwen2.5-1.5B-Instruct,80,80,pubmedqa,0.6438693404197693,200,0.927823007106781,0.181925430893898,"[0.31158968009973703, 0.12797865620179777, 0.5600755069845286, 0.0007775297718268348, -0.00021745212150165117]","[0.07017564511000898, 0.03216402542311972, 0.09733707768070392, 0.0017739699643092876, 0.0016609980646612144]",1
ragbench_Qwen2.5-1.5B-Instruct,81,81,pubmedqa,0.9898462891578674,200,0.9877174496650696,0.15664318203926086,"[0.6955763439606335, 0.001960909949025904, -0.003155079880023095, 0.0020391807042324218, 0.2581638436818218]","[0.11502079395440973, 0.0035409209843551893, 0.0034190030536181706, 0.0039057556444360843, 0.03623171654925503]",1
ragbench_Qwen2.5-1.5B-Instruct,82,82,techqa,1.6123498678207397,200,0.5881012082099915,0.11161289364099503,"[0.33809845657963705, 0.01437532024164284, 0.024355709589526667, 0.0011903839957039964, 0.0013256109006078987]","[0.07513438640946901, 0.017012908743470802, 0.015685134586258018, 0.005781165433164688, 0.0031931850153654297]",1
ragbench_Qwen2.5-1.5B-Instruct,83,83,pubmedqa,0.5344363451004028,200,1.318515419960022,0.19452354311943054,"[0.6588343461319323, 0.43608384583949317, 0.01368322333158261, -0.0008504533664299174]","[0.10186371804999955, 0.08353252020729007, 0.0060568097401667575, 0.003791082396037604]",1
ragbench_Qwen2.5-1.5B-Instruct,84,84,pubmedqa,0.7151614427566528,200,0.8226560950279236,0.14791426062583923,"[0.4247501364161292, -0.006068559281249009, 0.2377460631780957, 0.14273288445956495, -0.022979743672447057]","[0.08062065014370216, 0.0109253599591095, 0.02809155339873655, 0.026604702286781502, 0.0019999866926783127]",1
ragbench_Qwen2.5-1.5B-Instruct,85,85,pubmedqa,1.1443006992340088,135,0.45844024419784546,0.07189468294382095,"[0.028038300719991742, 0.4106666756169202, 0.010343553931946829]","[0.010842535555591476, 0.05127377128674197, 0.006568376703009317]",1
