model,resp_id,orig_idx,mean_surprisal,n_ans,gap,jsd_noctx,chunk_drops,chunk_jsds,label,doc_id,summ_model
tofueval_Qwen2.5-1.5B-Instruct,41,41,0.6226521730422974,129,2.422401189804077,0.35895243287086487,"[0.19132407680143834, 1.874333083575405, -0.014889750533228828, -0.009805943761942802, 0.0061027136921051025]","[0.03601935914561139, 0.2669948574424927, 0.0014544992994424072, 0.0010615998897845716, 0.003500236588727615]",0,AlamedaCC_07162019_2019-6992,model_E
tofueval_Qwen2.5-1.5B-Instruct,42,42,2.766427516937256,55,0.8325245380401611,0.16103704273700714,"[-0.05978870165788314, 0.04117490460418842, 0.001493837210265073, 0.10326751277528026, 0.5964355195957152]","[0.0021134252612021306, 0.0015517631817188388, 0.0018033549730634233, 0.02083131180711048, 0.1570250579325313]",1,AlamedaCC_07162019_2019-6992,Model-Extra
tofueval_Qwen2.5-1.5B-Instruct,43,43,1.1417407989501953,126,2.044402837753296,0.2984367609024048,"[0.1333105274616895, 1.1208644681539717, 0.009397450940793663, 0.22729585744188321, 0.12466412592555802]","[0.02548234415798939, 0.1585528789384647, 0.007051019502994908, 0.03123448141412715, 0.03656565806177412]",1,AlamedaCC_07162019_2019-6992,model_A
tofueval_Qwen2.5-1.5B-Instruct,44,44,1.365041732788086,64,0.0968526154756546,0.05953194573521614,"[-0.003040274266822962, 0.027648136694551795, -1.566344144521281e-05, -0.01101782446494326, 0.24086283680662746]","[0.000760494641371956, 0.0009131307578158498, 0.000506649310996643, 0.002482037972498574, 0.05596258289733669]",1,AlamedaCC_07162019_2019-6992,model_B
tofueval_Qwen2.5-1.5B-Instruct,45,45,1.8677977323532104,31,1.6194450855255127,0.21568380296230316,"[0.37403607814039497, 0.00039015647921440824, -0.04628378043097684, 0.005186966998735443, -0.014222679296395771]","[0.026542689946279185, 0.0046313500086530585, 0.001829293187300561, 0.00576779979214661, 0.078188364287182]",1,AlamedaCC_07162019_2019-6992,model_C
tofueval_Qwen2.5-1.5B-Instruct,46,46,1.9457838535308838,47,0.24388621747493744,0.0721520185470581,"[0.018216830004561455, 0.010897034333345103, -0.002923932005750372, -0.03021823957641708, 0.3747329236543242]","[0.0019778716883070533, 0.0012738523483734599, 0.0005990428544561276, 0.005546742657819042, 0.08207987264997543]",1,AlamedaCC_07162019_2019-6992,model_D
tofueval_Qwen2.5-1.5B-Instruct,47,47,1.7203775644302368,56,0.07830015569925308,0.031065788120031357,"[-0.013296760058145602, -0.013455981875690018, 0.0054640548885670015, -0.00689650118316162, -0.00750430699404855]","[0.0006276612792400929, 0.0007131345672206635, 0.00038118919513660136, 0.0013340796535905902, 0.0054539011877555565]",1,AlamedaCC_07162019_2019-6992,model_E
tofueval_Qwen2.5-1.5B-Instruct,48,48,2.912776231765747,50,0.7015650272369385,0.1734054535627365,"[-0.02957584947347641, 0.03031610923819244, -0.005440226402133703, 0.035779278436675666, 0.7717860559001565]","[0.007041854721464915, 0.0011922198730917443, 0.0013893849288797355, 0.009043001565059968, 0.16685067455749958]",1,AlamedaCC_07162019_2019-6992,Model-Extra
tofueval_Qwen2.5-1.5B-Instruct,49,49,1.8763676881790161,44,0.24669170379638672,0.05846951901912689,"[0.014941848327659747, 0.020155100342394275, 0.0028356096326288853, 0.01696735885078934, 0.1642748105593703]","[0.001351573645980476, 0.0013271470302062096, 0.0005884826648318929, 0.0036616760750224453, 0.031516615384713405]",1,AlamedaCC_07162019_2019-6992,model_A
tofueval_Qwen2.5-1.5B-Instruct,50,50,2.089862108230591,48,1.8408225774765015,0.26517000794410706,"[0.01854905268798272, 0.030591627456791077, 0.0010878245035807292, 0.024735418516987313, 1.7553347617698212]","[0.0013524040975122868, 0.0009962818617926434, 0.0009520518445545653, 0.0063142093534528, 0.26912393678503577]",1,AlamedaCC_07162019_2019-6992,model_B
tofueval_Qwen2.5-1.5B-Instruct,51,51,1.9164152145385742,64,0.04861859232187271,0.057182446122169495,"[0.0006028218049323186, 0.0008933329227147624, 0.0002825038354785647, -0.00455105776200071, 0.03246947126172017]","[0.0007542062467975619, 0.0006550151549538086, 0.00034964421027172676, 0.002130826746977732, 0.04027007016702555]",1,AlamedaCC_07162019_2019-6992,model_C
tofueval_Qwen2.5-1.5B-Instruct,52,52,1.7590728998184204,68,1.5420169830322266,0.2505943179130554,"[0.08288834143521694, 0.282018866876088, -0.007714497795378146, -0.010923010877163238, 0.5034701482125402]","[0.023103993214617195, 0.06175055341792385, 0.005287185973690398, 0.005833584083317793, 0.09380273744705606]",0,AlamedaCC_07162019_2019-6992,model_D
tofueval_Qwen2.5-1.5B-Instruct,53,53,1.8772145509719849,57,0.31365150213241577,0.06261394917964935,"[0.027092560407988475, 0.0067136302128155394, -0.018072771616093712, 0.011893383713756697, 0.12833193055925413]","[0.001629342046487038, 0.0022686805809347503, 0.0009876875542192323, 0.007186235863947219, 0.025211214704477083]",1,AlamedaCC_07162019_2019-6992,model_E
tofueval_Qwen2.5-1.5B-Instruct,54,54,2.4590694904327393,54,1.7377569675445557,0.29446274042129517,"[0.00892704258526296, 0.05352033065261181, 0.3208213217655645, 0.34690604879546705, 0.542991072105468]","[0.027935304586544925, 0.009089356308095375, 0.07437785727934507, 0.05958945131610731, 0.06733427632563387]",1,AlamedaCC_07202021_2021-1128,Model-Extra
tofueval_Qwen2.5-1.5B-Instruct,55,55,1.0416256189346313,94,2.335785150527954,0.35625046491622925,"[0.0642410033858354, 0.014854118314767045, 0.3871826107051481, 0.8324657669448804, 1.152981383620577]","[0.02132283709058049, 0.008818279207706295, 0.07021627407542888, 0.12594723174660952, 0.1435426653419117]",1,AlamedaCC_07202021_2021-1128,model_A
tofueval_Qwen2.5-1.5B-Instruct,56,56,1.648170828819275,37,1.7364646196365356,0.28779855370521545,"[0.3921907821141586, 0.4139201902104793, -0.07081102467664341, 0.008475304310637954, 0.06388855555780686]","[0.08269099729148217, 0.06397174959105591, 0.05196782474494948, 0.0055768154055398115, 0.012059514362074362]",0,AlamedaCC_07202021_2021-1128,model_B
tofueval_Qwen2.5-1.5B-Instruct,57,57,1.151790976524353,110,2.3504769802093506,0.3076864182949066,"[0.27478074287064375, 0.1261039047408386, 0.24838015795549753, 0.7882639572463549, 0.6709789427764586]","[0.05053156388453317, 0.01505639217007332, 0.03795240269784741, 0.08627711666867567, 0.08577827545516976]",1,AlamedaCC_07202021_2021-1128,model_C
tofueval_Qwen2.5-1.5B-Instruct,58,58,1.6549888849258423,50,2.674217462539673,0.3256652355194092,"[0.8139557348063682, 0.1401861716102576, -0.05812632436856802, 0.6622941424130113, 0.10109326660953229]","[0.0870719040435506, 0.017990377597657245, 0.02665683977696517, 0.056294593869033634, 0.011473014688372132]",1,AlamedaCC_07202021_2021-1128,model_D
tofueval_Qwen2.5-1.5B-Instruct,59,59,1.2336479425430298,85,2.0293421745300293,0.3095698058605194,"[0.20300690345936934, 1.59060026314315, 0.1464011765579926, -0.02249965599339168, -0.006642495580822202]","[0.02545507340798448, 0.2273506165964885, 0.0402635519800777, 0.0019222365862065893, 0.002123835101565419]",1,AlamedaCC_07202021_2021-1128,Model-Extra
tofueval_Qwen2.5-1.5B-Instruct,60,60,1.4321790933609009,35,2.4670252799987793,0.31018784642219543,"[-0.006291598716052249, 1.3424936444432076, 0.5872416047786828, 0.025732901133596896, 0.08600305989717266]","[0.021459210283234956, 0.16165951420636182, 0.08611477682299144, 0.0011845887206358644, 0.002338314223782488]",1,AlamedaCC_07202021_2021-1128,model_A
tofueval_Qwen2.5-1.5B-Instruct,61,61,0.8908122181892395,141,2.180586576461792,0.3087368607521057,"[0.09168890328754137, 0.2186572518424179, 0.32874542043023114, 0.7620175604157171, 0.8466723634559432]","[0.01810324385744899, 0.03335096050150306, 0.037593353205973935, 0.10004667749444061, 0.11873186242550862]",1,AlamedaCC_07202021_2021-1128,model_B
tofueval_Qwen2.5-1.5B-Instruct,62,62,1.3310726881027222,105,1.7384761571884155,0.2983151078224182,"[0.3276259281371105, 0.5951475860091575, 0.7254495784071402, 0.12878823698563446, -0.013745806389072511]","[0.06591558470473025, 0.07029941675994213, 0.09370475383717738, 0.044190123290612365, 0.0062564283828378175]",1,AlamedaCC_07202021_2021-1128,model_C
tofueval_Qwen2.5-1.5B-Instruct,63,63,1.2439829111099243,53,1.5562459230422974,0.2609419822692871,"[0.3384317481398301, 0.15136266681656707, 1.1501646760910451, 0.03046837728662759, 0.0745444899635776]","[0.04618601408882577, 0.05567960499293366, 0.15824788407572446, 0.0040878019749599395, 0.005076557327689048]",0,AlamedaCC_07202021_2021-1128,model_D
tofueval_Qwen2.5-1.5B-Instruct,64,64,1.3772770166397095,63,2.101799964904785,0.27468347549438477,"[0.3833209455340347, 0.2851202605633594, 0.08996619513195511, 0.5392737898119588, 0.050880198034324815]","[0.06251688564206205, 0.04890629877493013, 0.03270985002046159, 0.04850377911601292, 0.010495406405963213]",1,AlamedaCC_07202021_2021-1128,model_E
tofueval_Qwen2.5-1.5B-Instruct,65,65,2.193321466445923,59,0.2023189812898636,0.17261935770511627,"[-0.004646605589788139, 0.0398085448139651, 0.009436358685133647, 0.139142411301244, 0.010876578675687582]","[0.0016202560179130992, 0.001830983787164183, 0.0028308631072539326, 0.13205061506991023, 0.008540349649741198]",1,AlamedaCC_07202021_2021-1128,Model-Extra
tofueval_Qwen2.5-1.5B-Instruct,66,66,1.0991263389587402,104,2.0646395683288574,0.2775581479072571,"[0.00791615217450761, 0.014602758228892735, 0.0269975516116574, 1.0868343557852382, 1.0460112097374663]","[0.0015472566991531467, 0.0011636880660706066, 0.0027781954216577606, 0.1398978678689695, 0.13082354022928108]",0,AlamedaCC_07202021_2021-1128,model_A
tofueval_Qwen2.5-1.5B-Instruct,67,67,1.0288317203521729,52,1.1171278953552246,0.1979702115058899,"[0.004684048765249407, -0.014098563395656618, 0.058579883547141574, 1.1561116536518408, 0.07347921916824326]","[0.0012414232430182017, 0.0015863344401492003, 0.003708960311911369, 0.1871840135029288, 0.011252990388488097]",0,AlamedaCC_07202021_2021-1128,model_B
tofueval_Qwen2.5-1.5B-Instruct,68,68,1.049479365348816,52,1.1794712543487549,0.21961966156959534,"[0.016248628113456877, 0.031631280583286965, 0.42320064219054004, 1.0488277942153776, -0.05179989323956901]","[0.0013155031809333195, 0.0016282147909210975, 0.03585253158593542, 0.17338532059733763, 0.006205222922036368]",1,AlamedaCC_07202021_2021-1128,model_C
tofueval_Qwen2.5-1.5B-Instruct,69,69,0.7874863743782043,92,2.6550896167755127,0.3475578725337982,"[-0.015177481720377767, -0.004524575918802167, 0.038882665039478605, 1.7632286570341145, 0.7673529426571369]","[0.0010883494321697763, 0.0010689934823458118, 0.002719005258115984, 0.2603309220519251, 0.08895426759392214]",0,AlamedaCC_07202021_2021-1128,model_D
tofueval_Qwen2.5-1.5B-Instruct,70,70,1.1497833728790283,50,0.9614189863204956,0.15646564960479736,"[0.00811567688593641, 0.001605808035528753, 0.04587945594714256, 0.7580118336755549, 0.11022417546948418]","[0.0018251564894012518, 0.0015070432778702524, 0.0029165860926150342, 0.1302367222414614, 0.00855611087021316]",0,AlamedaCC_07202021_2021-1128,model_E
tofueval_Qwen2.5-1.5B-Instruct,71,71,3.336919069290161,60,1.0694626569747925,0.1873771995306015,"[0.055774066463345665, 0.3944185023040821, 0.007070256820103774, -0.14937726078593794, 0.0908332899174032]","[0.023977030698157858, 0.05187133199266706, 0.017511793891344496, 0.015407916991838041, 0.03537726584060389]",1,AlamedaCC_09012015_2015-1940,Model-Extra
tofueval_Qwen2.5-1.5B-Instruct,72,72,1.2297468185424805,46,1.6072227954864502,0.2169395536184311,"[-0.016082855502685088, 0.01247643128400618, 0.0033314276541046716, 0.021301270298072664, 1.410778817070304]","[0.0013200766063242188, 0.0013711487855992434, 0.0004724243481462054, 0.0018048473931562958, 0.22768069015127484]",0,AlamedaCC_09012015_2015-1940,model_A
tofueval_Qwen2.5-1.5B-Instruct,73,73,1.3566040992736816,110,0.5461378693580627,0.09795596450567245,"[0.010769334286636546, -0.004384440960182639, 0.002629839219893752, -0.007007302519526672, 0.5104394171273188]","[0.0013815051971484784, 0.0009145958314465216, 0.00039858496959265145, 0.0010443614619944698, 0.09852728699042927]",1,AlamedaCC_09012015_2015-1940,model_B
