model,resp_id,orig_idx,mean_surprisal,n_tok,gap,jsd_noctx,chunk_drops,chunk_jsds,sent_type,label,sent_text
tofueval_Qwen2.5-1.5B-Instruct,8,8,1.632914423942566,31,1.8228565454483032,0.2890234589576721,"[0.5366261457121225, 0.12763601259916135, 1.1623325613777964, -0.15686000619297696, 0.015123624974230846]","[0.07736155265394935, 0.04407207046119032, 0.15682886358380557, 0.012490489679948731, 0.005753912734623936]",none,0,"The quarterly sales tax report for the City of XYZ shows strong performance across all industries, with business and industry, restaurants, and consumer goods leading the way."
tofueval_Qwen2.5-1.5B-Instruct,8,8,0.9640681743621826,19,2.1353495121002197,0.29457300901412964,"[0.05273304602733812, -0.11287634645802762, 2.2610753070636602, 0.02951145213773998, 0.010132874019315128]","[0.011102652346201131, 0.03424661805820581, 0.2627592071121877, 0.01645527047099904, 0.0031836063876698375]",none,0,"The county pool, which includes online retail sales, is also expected to contribute significantly to future growth."
tofueval_Qwen2.5-1.5B-Instruct,9,9,1.8169819116592407,21,1.2286781072616577,0.22966648638248444,"[0.3781972300088715, -0.040505681842790055, 0.1326406050000168, 0.05288923961779801, 0.02285532929575614]","[0.04138405907793813, 0.03257153791881657, 0.0590745095483466, 0.004425080258442904, 0.009451375263368044]",none,0,The document discusses the performance of various industries in terms of their contributions to the city's sales tax revenue.
tofueval_Qwen2.5-1.5B-Instruct,9,9,0.7651907205581665,19,1.9331494569778442,0.2951430380344391,"[-0.05578897735952188, -0.014112170273739665, 1.8937007988294539, -0.01592297324877061, -0.014296799595620925]","[0.008124675533203549, 0.024944989661405185, 0.24160563383300446, 0.00133861828563765, 0.004755376790629534]",none,0,"The report shows that business and industry, restaurants, and consumer goods tend to be the strongest performers."
tofueval_Qwen2.5-1.5B-Instruct,9,9,1.156209111213684,13,1.9067336320877075,0.24360458552837372,"[0.0345265395545329, 0.16889240929427055, 2.366832898213313, 0.020197079409486972, 0.015115306014195085]","[0.00918516498999312, 0.02299083138593862, 0.2397540403673282, 0.005290292626796145, 0.0019044650331264935]",none,0,The industry that may experience a loss in the next year is fuel.
tofueval_Qwen2.5-1.5B-Instruct,9,9,0.7944566607475281,22,1.482998013496399,0.3223893344402313,"[0.06284983195126354, 0.0019319920750356025, 1.3978510036725889, 0.4504259557936827, 0.024177451759566215]","[0.008465994024473648, 0.00191708725002503, 0.3142951883544976, 0.07359619920424104, 0.001773668548904342]",none,0,"HTL, the company that handles all of the city's sales tax, suggests that this may happen as well."
tofueval_Qwen2.5-1.5B-Instruct,9,9,0.8582557439804077,34,1.08417546749115,0.21119368076324463,"[0.059974581848056166, 0.03813780450025875, 0.13822418652639232, 1.4208422109984573, 0.005808493280389538]","[0.012935160645664676, 0.005478940244114818, 0.04516184933350707, 0.23874019174528419, 0.0022882432945152686]",none,0,"The report also notes that the county-wide tax rate is 9% and that San Leandro, Albany, and El Cerrito have higher tax rates than the city."
tofueval_Qwen2.5-1.5B-Instruct,9,9,1.6264774799346924,10,1.26548171043396,0.1381537914276123,"[-0.09801487922668457, -0.09652262330055236, 0.24839970469474792, 0.5101572647690773, -0.0951849639415741]","[0.010069468710571527, 0.006397719390224666, 0.03982320344075561, 0.03698888686485589, 0.032680526422336695]",none,0,There are no questions or motions raised in the discussion.
tofueval_Qwen2.5-1.5B-Instruct,10,10,1.5877143144607544,31,1.6258410215377808,0.21856695413589478,"[0.5067485716614512, 0.9052351978682582, 0.02456661715405062, 0.03271110816445622, 0.020275337281712002]","[0.08350421952819752, 0.12690496016432828, 0.018741922832576516, 0.0027969322785675985, 0.005505898127679639]",none,0,The finance department reported that sales tax collections for the second quarter of the previous year were up 28% compared to the last 13 quarters.
tofueval_Qwen2.5-1.5B-Instruct,10,10,0.4745325446128845,25,2.468038558959961,0.3374994397163391,"[0.04641925176372751, 0.07050525034079329, 2.382996269594878, -0.01152152989176102, -0.02348260031314567]","[0.009463479524420108, 0.03375912541436264, 0.2962082172743976, 0.0017971847594162682, 0.0014330795665227925]",none,0,"Business and industry, restaurants, and consumer goods were the strongest industries, with online retail sales expected to be the fastest growing area."
tofueval_Qwen2.5-1.5B-Instruct,10,10,1.3954579830169678,16,1.6572928428649902,0.18377062678337097,"[0.10086459694821315, 0.08777804355304397, 1.6804101454617921, -0.10241859711118195, -0.04451971311164016]","[0.019403369513184998, 0.011823899041395691, 0.1673667977902369, 0.016101637951564385, 0.00246189242038497]",none,0,The department noted concern about potential losses in fuel sales due to fluctuating oil prices.
tofueval_Qwen2.5-1.5B-Instruct,11,11,0.7475630640983582,52,1.5440739393234253,0.22657927870750427,"[1.1045818451460805, 0.008408229509104085, -0.07051099733350313, 0.01221472272279173, 0.014560355852119336]","[0.1402254004959852, 0.003906523888192536, 0.010563449233901477, 0.0009287146928504451, 0.0041893115023583505]",none,0,"The document covers the quarterly sales tax report for the period ending December 31st, 2014, collected during the period to July 1st, 2014 to September 30th, 2014."
tofueval_Qwen2.5-1.5B-Instruct,11,11,0.8655044436454773,31,1.5123153924942017,0.2498774528503418,"[0.4689883608746553, 0.1190274410853876, 1.2384244833036415, 0.01872969871845036, -0.020906580537426164]","[0.07741296269007088, 0.10617237291705439, 0.128832942550939, 0.005181086585040366, 0.005366446112204005]",none,0,"The report shows that sales tax collections are up 40% compared to last year, with strong performances from business and industry, restaurants, and consumer goods."
tofueval_Qwen2.5-1.5B-Instruct,11,11,1.0478967428207397,27,1.4425249099731445,0.22653116285800934,"[0.0938641590096436, -0.04612162742543862, 1.4633967917093456, -0.11053043424585161, -0.031179804600941243]","[0.021223485990183824, 0.005744177338539413, 0.19611592543595988, 0.010336352010603555, 0.0026661390008013296]",none,1,"The concern is that fuel prices may decrease due to a strike at Tesoro, which could impact the industry's performance in the next year."
tofueval_Qwen2.5-1.5B-Instruct,12,12,1.5946968793869019,15,1.4934943914413452,0.26717856526374817,"[0.007078389854480823, 1.2775082245469094, 0.0035597763024270536, 0.015018616306285064, -0.008475967993338903]","[0.018912098805109658, 0.2308602034424742, 0.002281213895669983, 0.0009223557501779093, 0.005816392550089707]",none,0,Sales tax collections are up 28% over 13 quarters.
tofueval_Qwen2.5-1.5B-Instruct,12,12,2.461261749267578,9,1.3085153102874756,0.2896549701690674,"[0.0022098832867211765, -0.026637024349636503, 1.1167746384938557, -0.05573491503794988, -0.13259402269290554]","[0.003113120561465621, 0.026786719371254247, 0.2606934286757476, 0.0008810467408895622, 0.0019092755489206563]",none,0,"Business, restaurants and consumer goods continue strong growth."
tofueval_Qwen2.5-1.5B-Instruct,12,12,1.7459688186645508,8,1.2862229347229004,0.23537388443946838,"[0.07677105255424976, 0.16376612707972527, 1.2503076046705246, 0.1611298769712448, 0.08594319690018892]","[0.006325182461296208, 0.029945192392915487, 0.22236422216519713, 0.00424453490995802, 0.003820252633886412]",none,1,Online retail and fuel sales may slow growth.
tofueval_Qwen2.5-1.5B-Instruct,12,12,1.476332664489746,8,1.241150975227356,0.24213869869709015,"[0.06609869003295898, 0.2197011150419712, 0.42679898627102375, 1.2011592742055655, 0.033186595886945724]","[0.021326672285795212, 0.024128884339006618, 0.047803048975765705, 0.12706526089459658, 0.0033524310565553606]",none,0,City sales tax rate is lowest in county.
tofueval_Qwen2.5-1.5B-Instruct,13,13,0.9202802181243896,54,1.508857011795044,0.2640714645385742,"[0.4706601364469626, 0.25087752803187024, 0.6902678985711477, -0.0009187825108475172, 0.05362934488621923]","[0.09249472308217971, 0.0559657854530963, 0.08037688621859658, 0.0010883183208402738, 0.004774977004996065]",none,0,"The quarterly sales tax report for the period ending December 31st, 2014, shows a 40% increase in collections compared to last year, with strong sales across all industries, led by business and industry, restaurants, and consumer goods."
tofueval_Qwen2.5-1.5B-Instruct,13,13,0.8631437420845032,25,1.7715017795562744,0.3117612898349762,"[0.9057692113146186, 1.4695592057678732, -0.2758604180983457, 0.01031155820004642, 0.07681477594771423]","[0.140976226503044, 0.1881034861237788, 0.040399670261963366, 0.0029611171355298895, 0.0017098593440232435]",none,0,"The report also notes a lag period of 90 days and a $313,000 one-time adjustment."
tofueval_Qwen2.5-1.5B-Instruct,13,13,1.3536046743392944,20,0.7765519618988037,0.2052498310804367,"[0.10134833732590778, 0.07827740115753841, 0.868307356594596, 0.12297077510884265, 0.024128633548389188]","[0.02288035570836655, 0.07506436378607759, 0.13926400413329248, 0.0048809104308020325, 0.0024323619467395475]",none,0,"The trend shows continued growth in sales tax collections, with online retail sales expected to contribute in the future."
tofueval_Qwen2.5-1.5B-Instruct,14,14,1.4175885915756226,28,0.9736296534538269,0.18431150913238525,"[0.5061789949010874, -0.08242581434920535, -0.015974100387406258, 0.06294963832780402, 0.012813124136885432]","[0.057236163799871065, 0.009711043311179017, 0.0029134354625901843, 0.0013112376011394286, 0.006274715672796154]",none,0,"The document provides an update on the second quarter sales tax collections for the period ending December 31st, 2014."
tofueval_Qwen2.5-1.5B-Instruct,14,14,1.0516618490219116,28,1.299515724182129,0.24055705964565277,"[0.6662255558185279, 0.45187107977523866, 0.48441880642972784, -0.01028238741128007, -0.016129184155683367]","[0.10990936137802367, 0.09775299655692445, 0.0721379018121492, 0.0013061220130988918, 0.0036230739746514473]",none,0,"The report shows a 40% collection rate compared to 32% last year, with business and industry leading the way in growth."
tofueval_Qwen2.5-1.5B-Instruct,14,14,1.4146372079849243,14,1.6176689863204956,0.21989962458610535,"[0.27540967726651744, -0.03271246164279416, 1.820646234139401, -0.015036384994475935, -0.07086035450629424]","[0.01750773848652898, 0.009871237181040928, 0.21144214998847538, 0.008001677260819764, 0.0014617833120545193]",none,0,There is concern for a loss in fuel sales due to recent price fluctuations.
tofueval_Qwen2.5-1.5B-Instruct,14,14,0.9002141952514648,18,2.219761848449707,0.32179081439971924,"[0.5763545877093242, 0.04964264725923487, -0.04037110215803194, 0.037610860066100336, 1.038413221839518]","[0.07067486410637179, 0.00675315829024233, 0.022510804809118982, 0.02208911419527087, 0.14530522192580975]",none,0,The council is asked to approve the staff report and recommendation to accept the quarterly sales tax report.
tofueval_Qwen2.5-1.5B-Instruct,15,15,1.5415407419204712,38,1.191416621208191,0.17007489502429962,"[0.6914309778397805, 0.34343832749781494, -0.004121803925954737, 0.02391537040315789, 0.0007033169975712601]","[0.10297382241237517, 0.07961219614863742, 0.002703968459424064, 0.001420501882714569, 0.005837336637497222]",none,0,"The speaker presents the quarterly sales tax report, stating that the sales tax collections for the second quarter of last year were at 40%, compared to 32% the previous year."
tofueval_Qwen2.5-1.5B-Instruct,15,15,1.0132224559783936,18,2.342432737350464,0.24550983309745789,"[0.061143834499590516, 0.25810349467469174, 1.965909856475062, 0.034822611105078574, 0.0051983749524677275]","[0.0070968781534854015, 0.062207119252383966, 0.2042883624542608, 0.000991334867006483, 0.001728917764928105]",none,0,"They note strong sales in various industries, particularly business and industry, restaurants, and consumer goods."
tofueval_Qwen2.5-1.5B-Instruct,15,15,0.8156048059463501,17,1.5490156412124634,0.21055328845977783,"[0.07432538060033146, 0.04851368206607945, 1.953660640427295, 0.03421500990824664, 0.04771832946468802]","[0.012372349859694676, 0.017860931635368615, 0.22467334672589512, 0.005219883110786374, 0.002045030501047971]",none,0,The speaker also mentions the potential impact of online retail sales and fuel prices on future collections.
tofueval_Qwen2.5-1.5B-Instruct,16,16,1.313876986503601,28,1.3266443014144897,0.269741415977478,"[0.2724101284534949, 1.0861272133115563, -0.030384682453067007, 0.012061216460486841, 0.028648893672133063]","[0.04114768157985184, 0.18754613581456528, 0.006534953633104935, 0.0025909415969067595, 0.00705637004823093]",none,0,"The document discusses the sales tax collection trends for the city, which shows a 28% increase in the last 13 quarters."
tofueval_Qwen2.5-1.5B-Instruct,16,16,0.3843444287776947,13,2.4583401679992676,0.38121265172958374,"[0.07032335837720893, 0.15566490067598912, 2.2030987441539764, 0.025616719199416157, -0.043045625618945524]","[0.004577997069964987, 0.06218906406474371, 0.3459440822211596, 0.0007539842580006104, 0.0013555544036788747]",none,0,"Business and industry, restaurants, and consumer goods are the strongest industries."
tofueval_Qwen2.5-1.5B-Instruct,16,16,0.9718756079673767,22,1.398136019706726,0.21658854186534882,"[-0.06867905062154023, 0.0279656247897616, 1.5667598298830192, -0.05242922647332968, -0.013325763115021387]","[0.007169015199766901, 0.01060561811159873, 0.22798742335461694, 0.007022380336205846, 0.0013774613471210532]",none,0,"However, there is a concern about potential loss due to fluctuating fuel prices and the impact on the fracking industry."
tofueval_Qwen2.5-1.5B-Instruct,16,16,0.8257602453231812,16,1.355889916419983,0.2324289232492447,"[0.038636774246697314, 0.0003527895678416826, 0.25765722288633697, 1.5948862003569957, -0.06251106998024625]","[0.00862857834681563, 0.00876030420636198, 0.05796633608042612, 0.24074479052069364, 0.004266521433365256]",none,0,The city is at the bottom of the chart for sales tax compared to other cities.
tofueval_Qwen2.5-1.5B-Instruct,17,17,0.9933052062988281,35,1.161359429359436,0.18303325772285461,"[0.6472489431799788, 0.4612107761152791, -0.0009313961083015394, 0.026470760475318197, 0.0633287340253446]","[0.09671416349774517, 0.08023003756006801, 0.0037681826547571163, 0.0014242736913664495, 0.005758057816334323]",none,0,"The document discusses sales tax collection trends for the second quarter of 2014, with a 40% collection rate compared to last year's 32%."
tofueval_Qwen2.5-1.5B-Instruct,17,17,1.0158778429031372,19,0.9520218372344971,0.22064535319805145,"[1.3531339128745266, 0.007056143302897429, -0.00217786841379788, -0.008334050234321023, 0.05640671486822899]","[0.187079201299256, 0.046377108983201173, 0.0035208202466971046, 0.0007082579885132203, 0.002820359183613762]",none,0,The collections were for sales tax sold and collected in the first quarter of 2014.
tofueval_Qwen2.5-1.5B-Instruct,17,17,0.6598873138427734,34,1.520031213760376,0.2790294587612152,"[0.12108742771327824, 0.7502689606934676, 0.8771281918987583, 0.017216926757100737, 0.04586409586002393]","[0.025668773735935034, 0.1663714149103993, 0.10915415200628165, 0.0014892895255672676, 0.002929721122374845]",none,0,"The report also notes a 28% increase in tax collections over the last 13 quarters, with business and industry, restaurants, and consumer goods leading the way."
tofueval_Qwen2.5-1.5B-Instruct,17,17,1.225752830505371,25,1.4331072568893433,0.21441993117332458,"[-0.06519220243499149, -0.05405599418125348, 1.5869930836604909, 0.04857098699751077, -0.05533573599212104]","[0.013829100022821877, 0.010027467004915707, 0.19387969236937352, 0.012716922445833915, 0.0036840122208957383]",none,0,"The concern is that fuel prices may rise due to a strike at Tesoro, leading to a potential loss in sales tax revenue."
tofueval_Qwen2.5-1.5B-Instruct,18,18,2.223726987838745,23,2.065459728240967,0.28135767579078674,"[0.18953215725638944, -0.017049551649150722, 0.03050609266527159, -0.0015410825739229988, 1.8344800137084625]","[0.014204014781368998, 0.005234246121962433, 0.0029035130253886187, 0.002099128464618369, 0.23501800461267325]",none,0,The city recommends approving an agreement with Collaborative Building Futures to relocate and build new supportive housing at Alameda Point.
tofueval_Qwen2.5-1.5B-Instruct,19,19,0.9823110103607178,63,2.1525421142578125,0.2628576159477234,"[-0.015291606370333789, 0.013471120063932465, 0.027787819480715646, 0.005885678888594229, 2.142612366438178]","[0.002369711652193921, 0.001127061080415799, 0.00034335849484286594, 0.0005444486294198301, 0.2400023734634964]",none,1,"Collaborative Building Futures (CBF) will develop and operate supportive housing facilities for women and children on a 10.4 acre parcel in the Main Street neighborhood of Alameda Point, with Mid-Penn Housing LME 2.0 as the lead developer and Operation Dignity as a partner."
tofueval_Qwen2.5-1.5B-Instruct,19,19,1.242031216621399,28,1.3922004699707031,0.13223527371883392,"[0.016970237895813107, -0.008909705136570014, -0.020745186850295534, 0.00012969165774328367, 1.2985662376242024]","[0.005090150399155391, 0.001982011601577532, 0.0007351109637576363, 0.0003747471285870623, 0.12324704051882561]",none,1,"The implementation term sheet outlines the terms and conditions for the development and construction of the facilities, including affordability requirements, community benefits, and funding sources."
tofueval_Qwen2.5-1.5B-Instruct,20,20,0.6546531319618225,57,2.6473476886749268,0.3316427171230316,"[-0.016368313063586562, 0.047019894060468415, 0.004592500651294055, -0.001073761069340419, 2.585466311215178]","[0.004197221694739072, 0.0018832628046399342, 0.0009018568173539615, 0.001016269843336104, 0.3228241696656608]",none,1,"Collaborative Building Futures is a partnership between Mid-Penn Housing, LME 2.0, Operation Dignity, and Women and Children to relocate and construct new supportive housing facilities on a 10.4-acre parcel in the Main Street neighborhood of Alameda Point."
tofueval_Qwen2.5-1.5B-Instruct,20,20,0.8231101632118225,19,0.30226919054985046,0.09166109561920166,"[0.05842352717636937, 0.010172684909775853, -0.012874440767949349, -0.0052008866700098706, 0.1615331672916287]","[0.0022573141957189747, 0.0011904823132131003, 0.001178969295737213, 0.0005597305272610692, 0.06732943514055621]",none,1,The goal of this partnership is to provide affordable housing and support services to low-income individuals and families.
tofueval_Qwen2.5-1.5B-Instruct,21,21,0.7969979643821716,63,3.022285223007202,0.3902660608291626,"[-0.03661606384296661, -0.01630093822879846, 0.007738300734224992, -0.009868753224884766, 2.8767443869617724]","[0.0056943127453797345, 0.002499372486958749, 0.0011065500037341777, 0.0007601555992276565, 0.3734445510846045]",none,0,"The document provides a recommendation to approve a term sheet with Mid-Penn Housing LME 2.0, Collaborative Building Futures with Women and Children, and Operation Dignity for the construction of new supportive housing facilities on a 10.4-acre parcel in the Main Street neighborhood of Alameda Point."
tofueval_Qwen2.5-1.5B-Instruct,21,21,1.3631212711334229,18,-0.06015849858522415,0.0735519751906395,"[-0.03302864652747909, -0.06107038590643141, -0.04431004084957143, -0.04245215400846468, 0.32361333030793404]","[0.005438157773621949, 0.007794049644467628, 0.0018487938311106216, 0.0013274315699365819, 0.06101552381490668]",none,1,"The term sheet outlines the agreement between the parties, including the funding and timeline for the project."
tofueval_Qwen2.5-1.5B-Instruct,21,21,1.8190828561782837,18,0.21131737530231476,0.03320694714784622,"[0.008891703524568584, 0.027532210844684515, 0.011548314518222469, 0.006964793380676484, 0.38653203829340377]","[0.001887516963159265, 0.001310771997888575, 0.0006398329997586592, 0.0007351769438991419, 0.03672080565835737]",none,1,"The Collaborative Building Futures group will provide supportive services for residents, focusing on women and children."
tofueval_Qwen2.5-1.5B-Instruct,22,22,0.9858114123344421,57,3.0199499130249023,0.3983915448188782,"[-0.047540961320345035, -0.005410770671580012, 0.003319192480391888, -0.03966485046520686, 2.901108977401204]","[0.004577543174892334, 0.0025610041676959313, 0.0009875130566168685, 0.00064029290112793, 0.38735936363145973]",none,0,"The document discusses the approval of an implementation term sheet with Mid-Penn Housing, LME 2.0, Collaborative Building Futures, Women and Children, and Operation Dignity for the relocation and construction of new supportive housing facilities in the Main Street neighborhood of Alameda Point."
tofueval_Qwen2.5-1.5B-Instruct,23,23,1.0156210660934448,43,2.4933245182037354,0.33425918221473694,"[0.02295087965932569, -0.0197309059535761, 0.023435684121068334, -0.002696170064408825, 2.1221872453853963]","[0.003456792348325232, 0.0019257669034695103, 0.001609010053567805, 0.0012174991475545581, 0.29316915314628333]",none,1,"The recommendation is to approve an implementation term sheet for the Collaborative Building Futures project, which aims to construct new supportive housing facilities for women and children on a 10.4 acre parcel in Alameda Point."
tofueval_Qwen2.5-1.5B-Instruct,24,24,1.8474136590957642,23,1.8786591291427612,0.249054417014122,"[0.09167044766692688, 0.03746050811352451, 0.016123230655110725, -0.0013132036319407432, 1.4160468057202904]","[0.010341585702047703, 0.0025809139249600853, 0.001079561144291327, 0.0008260982774473908, 0.20539617298440452]",none,0,The City of Alameda will provide a 10.4 acre parcel at Alameda Point for supportive housing.
tofueval_Qwen2.5-1.5B-Instruct,24,24,2.359410285949707,27,0.6895716786384583,0.08688212931156158,"[0.009588184111096241, -0.007702539847404869, -0.02411654639851164, 0.008725342996142528, 0.6570959480962267]","[0.0016878045214441416, 0.0013007154291160448, 0.0005872388338266992, 0.0007704620906291961, 0.08318180799122071]",none,1,"Three nonprofits will relocate and build new facilities with 75-100 units for homeless/at-risk women, children, and veterans."
